NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.unica,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
5999,22.279,60.3668,19.5595,62.6848,35.2099,34.6917,45.4201,29.0402,23.3411,86.7951,12.1617,8.02267,13.3194,10.0348,58.069,32.5358,10.764,8.31359,15.458,124.657
6000,21.0866,18.4359,36.6048,28.4147,43.2024,33.828,15.955,46.5742,14.0877,178.594,10.2241,42.0314,21.8648,28.9096,61.0367,7.23601,18.4242,11.8814,39.9648,33.2534
6001,5.69941,4.08462,41.6336,3.41475,38.4269,2.31008,32.262,47.8385,10.4283,205.352,26.8342,36.5114,8.68689,21.1918,55.2194,8.72935,16.2093,7.25559,96.0517,10.8143
6002,21.9524,30.2872,41.0148,35.9999,37.6363,30.5045,38.6319,29.4623,2.53679,66.7913,15.7845,16.1273,2.9724,26.9534,59.9727,41.8277,16.7199,15.2467,98.0492,86.7893
6003,22.4132,8.25514,37.1905,34.4216,24.8765,7.10946,10.4038,4.24012,4.29765,30.4965,42.2576,7.46361,13.9964,37.7078,9.34887,9.0638,11.2672,14.4405,61.3032,67.9794
6004,18.393,52.1195,16.1492,8.79177,10.2527,20.437,47.2146,3.73628,10.5726,75.685,7.13212,4.25966,6.04083,30.0774,14.9532,50.9496,9.36351,16.3487,101.524,30.9074
6005,10.1844,54.2516,33.7796,13.3166,41.7205,3.44344,34.4442,8.52785,3.56811,39.963,13.504,25.1649,15.6014,24.7438,18.002,54.092,5.65615,6.285,76.7851,37.7775
6006,21.511,3.63638,29.4157,40.8627,15.6413,23.978,27.5027,17.791,6.68713,91.6031,14.2917,42.005,28.0355,30.3854,59.2366,34.1284,13.9667,7.93443,85.7001,48.3294
6007,18.8424,8.15836,18.8134,37.5816,38.439,26.8437,29.2144,5.25569,12.5396,66.342,25.4894,2.3874,10.6666,28.4425,61.6771,53.1646,9.62872,14.4085,68.2319,121.026
6008,2.09667,43.4676,20.6139,6.04672,40.9538,3.87447,35.6437,13.4262,16.4581,98.1467,39.3982,19.9597,14.1666,23.2797,10.0576,51.3534,5.2742,16.2078,88.9506,2.18651
6009,3.26793,48.5106,35.1617,2.75823,36.8779,8.58279,5.98107,38.1683,3.48059,63.573,35.0318,9.85754,7.95529,23.639,39.0144,50.1862,5.46309,3.89259,98.0476,106.685
6010,11.2472,42.2048,35.0142,36.2784,21.8822,9.85469,53.4271,52.356,14.774,22.4728,12.4418,5.67705,13.3496,7.05467,60.1188,53.4653,12.5844,9.58331,97.1565,78.2034
6011,6.60507,28.9009,35.8471,32.2872,9.50502,37.4952,24.2794,53.8751,2.75457,97.6154,14.7912,5.1772,2.95492,28.6448,59.7173,39.2575,13.3846,11.7486,17.0579,120.263
6012,22.7367,39.1615,6.24582,34.2161,4.57571,34.809,28.2232,46.8296,3.1866,12.6362,22.0883,24.1678,24.7815,12.3184,58.1071,49.7638,14.9166,15.0085,86.6537,40.4997
6013,16.8435,29.2943,9.26996,12.671,37.7426,32.0135,20.113,49.7465,2.46268,69.6183,39.5376,37.3075,13.9993,11.2032,45.1212,44.0899,12.2968,13.9512,72.1495,129.582
6014,12.0687,40.4156,21.8944,9.80133,24.5429,34.9432,48.3186,52.1555,6.01739,88.9716,18.6963,16.0019,23.3475,16.53,19.3124,20.2323,16.9626,6.87838,75.0282,15.5974
6015,23.1777,26.8656,37.5121,61.8353,4.26693,5.58483,30.8281,41.096,17.0872,39.4735,44.5275,35.8824,20.3257,6.85278,52.6536,22.0213,17.0265,8.81284,52.0206,92.3134
6016,12.8215,21.6564,38.7678,1.96936,13.867,18.3933,57.545,3.73308,4.07299,90.5007,35.1885,26.555,30.0972,18.5984,58.9741,10.1419,4.22985,14.2666,68.7869,33.727
6017,17.5198,49.5248,37.7891,35.8504,25.8499,10.3183,8.34551,51.2846,7.82442,28.3687,11.2763,13.1209,3.61873,14.1027,28.3945,22.7137,11.0697,14.904,12.8541,96.4868
6018,8.71841,5.08319,28.5266,30.1924,18.7028,35.8062,52.6319,44.9899,14.2022,92.9894,38.2429,38.7802,5.33253,15.7805,26.7549,47.1426,13.6658,4.81796,96.1175,119.758
6019,18.9069,10.2538,27.4945,16.0931,38.9214,4.42827,55.5574,32.9413,8.45095,3.10936,10.8054,42.9658,8.57446,2.45464,54.0015,50.2704,4.89955,3.56846,82.6549,94.4183
6020,7.79309,3.83039,15.6188,34.6884,11.8218,40.323,15.9412,36.8509,11.2541,3.64272,13.3862,28.1356,2.08813,16.2441,65.7113,37.5261,8.97776,12.6416,71.4741,51.3135
6021,21.4795,40.8754,35.2644,31.3675,3.53252,26.7071,40.7875,49.4202,7.37553,96.1961,25.3058,24.9105,23.2497,22.3202,46.8436,11.1189,6.56637,12.4645,100.867,140.439
6022,26.5236,11.877,39.5443,38.2533,6.0138,21.6968,2.88018,27.6251,12.3053,6.92041,40.9558,10.4114,3.73235,14.247,21.117,38.1989,6.06869,22.3756,11.9683,2.85143
6023,22.5557,46.9916,38.213,2.12038,7.41639,44.1862,55.1586,52.3551,11.629,54.5835,33.0722,5.89464,1.53746,23.7599,46.5352,21.6302,4.67149,16.3961,52.4646,23.0184
6024,12.7478,20.6739,40.325,21.0321,32.9221,1.56689,49.8132,49.3985,10.5995,84.4327,18.7399,38.0338,23.2559,17.6285,60.2492,49.319,5.24103,15.6201,85.4984,128.097
6025,17.1843,53.8363,23.2402,5.55719,16.8037,12.17,4.09053,16.8968,8.83897,92.1494,12.5233,28.9516,5.06815,25.845,62.3867,16.2538,12.844,2.27575,89.9543,4.00064
6026,7.29525,9.93713,34.9522,36.4744,11.4796,38.7847,51.2785,54.4864,7.41399,97.7033,41.7845,10.2427,4.49148,26.7531,58.0265,50.0303,4.32562,3.94204,27.5638,122.689
6027,9.40616,28.1645,18.2227,9.01885,37.6283,3.1806,6.92074,31.7097,9.30224,79.0255,15.188,20.4113,8.05124,14.9568,54.8843,21.3531,7.22935,30.0283,77.2118,29.934
6028,5.1397,35.1966,41.6334,13.5231,20.4738,32.4888,24.9738,48.0569,4.36112,90.8875,13.8056,14.087,3.18255,7.52052,26.6945,53.423,6.85105,6.32328,97.7849,98.4075
6029,7.56906,44.4301,8.92518,30.8388,43.5385,20.8524,18.085,22.6331,12.3027,76.4219,35.484,24.7016,15.6486,20.1379,60.9454,54.7683,8.79933,4.6404,102.316,101.223
6030,10.119,9.33001,67.4821,17.6498,27.9411,21.1412,49.4793,15.1805,15.3418,95.25,42.1659,27.6835,7.06191,21.2853,61.9906,6.08857,8.21693,11.3637,37.9445,74.1415
6031,23.1752,21.0385,14.9536,7.72782,49.6325,28.7304,32.5797,43.8527,6.46224,20.476,20.3939,3.34556,10.4486,21.3364,26.4287,16.1529,16.2772,4.44831,94.0348,36.4023
6032,15.8897,26.9791,42.3415,15.3719,40.3776,11.4834,13.5076,11.636,17.0189,52.946,38.3486,25.6754,40.7522,17.0742,54.5511,17.3286,3.33009,15.7755,96.4401,133.738
6033,5.61907,42.2816,39.2036,4.26725,37.2309,36.7087,5.02176,19.0636,9.97463,93.6589,8.04094,40.2319,28.4673,8.56448,57.216,15.14,16.7912,15.5327,98.5585,72.1602
6034,21.456,35.5086,40.5881,38.9461,41.9279,29.157,36.4634,25.8176,4.89017,15.4296,41.3705,72.9584,25.5728,22.9386,43.8758,34.047,2.81454,12.8175,97.8998,86.2801
6035,15.3541,11.7838,29.7954,27.5796,36.6459,27.567,7.37027,3.41883,8.74778,43.4845,6.51889,41.1283,15.2848,21.551,53.1819,42.6703,5.62135,6.0617,100.247,125.541
6036,10.2362,4.22887,27.5489,39.117,14.6196,13.6764,9.42955,21.9598,11.9565,2.33275,23.3076,20.1629,17.351,16.041,62.085,40.1456,7.88243,8.57536,43.4486,115.968
6037,16.9139,39.9035,7.04452,29.91,32.2907,40.9994,46.5601,50.0099,7.12762,29.1173,39.8791,4.55879,20.4275,28.351,53.4908,36.389,16.8448,8.47855,84.4543,129.069
6038,7.2151,23.6132,18.744,18.501,29.8844,17.7679,46.3328,39.5619,21.0428,76.4497,6.25818,40.6727,10.9771,29.476,63.0402,17.7947,5.37831,14.6757,61.6411,133.432
6039,20.5033,50.7599,7.55169,3.07599,17.3642,6.66531,35.1437,13.5186,15.2999,87.8562,35.1831,41.8824,28.4154,15.5552,18.428,3.71618,14.2795,16.1458,22.8107,121.309
6040,15.3918,36.201,9.76519,18.4407,41.4999,27.2579,5.38556,50.6428,12.5796,45.1538,33.4149,8.62043,26.5199,27.7976,60.5061,49.2005,5.76306,9.83903,51.469,135.486
6041,3.43137,38.1443,38.3259,35.5101,33.9661,9.54172,44.3274,51.6084,5.80777,12.8688,36.8225,42.1142,6.9979,20.1041,50.4048,44.8997,5.30091,4.91158,97.6752,129.62
6042,16.0206,53.4422,24.3429,11.4959,34.4982,16.4591,51.9262,25.0607,14.7718,91.8522,36.9123,44.054,11.2186,16.0382,62.4284,41.8793,11.6326,14.779,98.3919,90.8018
6043,2.10962,16.2764,40.7582,30.7626,14.3935,6.91249,26.9497,25.6307,2.6186,13.5677,44.2679,2.95595,11.7006,23.9598,32.6841,9.53091,6.76907,11.2836,95.0985,26.1914
6044,17.8706,49.7411,44.3423,13.186,30.0575,3.24688,35.6139,41.6855,7.77219,87.6526,18.6806,8.39354,19.155,24.9326,62.1108,18.9409,4.32653,7.27344,33.7003,10.3653
6045,20.7824,23.1051,41.8374,33.9159,38.8563,30.4454,42.6182,24.5171,5.75302,89.5455,41.0027,24.0548,7.24734,11.7844,24.1521,12.3231,8.20712,7.75285,98.9962,134.057
6046,21.2405,6.06144,17.5304,30.1235,9.52901,17.2683,32.371,48.7458,14.1889,48.4252,34.8788,32.1043,28.5399,2.1262,57.3301,9.96409,13.349,9.49374,80.8392,132.791
6047,22.8858,17.0422,16.1302,38.3483,23.3443,25.347,51.4002,55.3156,16.0904,69.5014,26.4876,43.4534,18.2051,25.0549,38.6703,53.7509,6.55509,15.1474,97.0716,104.159
6048,22.7745,38.9453,41.8756,37.1277,39.3077,9.04658,34.4908,3.47176,14.2606,80.4472,16.7104,11.8706,8.16105,17.2432,62.2661,25.7647,16.4414,3.70141,88.494,132.724
6049,21.4177,3.7619,28.6855,39.3191,22.3034,20.7167,46.7206,48.2947,13.9196,202.056,42.0446,5.36405,20.6772,25.2417,51.2335,47.3088,7.3983,14.9874,46.1273,3.26745
6050,11.6775,19.7645,21.9428,10.4997,25.4629,21.9338,41.4345,11.347,3.2319,75.6616,10.0353,18.5845,30.5443,29.1387,11.7389,47.2094,8.9045,13.2528,75.2781,23.576
6051,6.28269,28.9693,37.7969,7.91915,5.34815,11.5437,2.81461,30.1075,13.2542,89.3652,34.0247,36.8197,27.957,19.7051,11.424,14.1026,14.1826,4.27446,100.943,89.1349
6052,22.1197,24.8316,13.7018,23.5449,27.9967,2.98447,39.3117,27.431,6.83923,10.7749,43.8124,42.7824,26.9621,4.76902,62.0548,3.75093,12.4701,2.1153,81.5287,69.0808
6053,8.32,29.4631,10.5155,25.5096,79.0543,34.9511,50.3035,53.5149,10.3231,6.99391,9.41634,40.2625,21.3435,21.8795,61.2679,5.22306,4.69753,15.7229,93.1741,133.226
6054,16.649,52.3211,39.3777,40.117,8.43781,39.4368,3.26676,21.1422,5.34282,84.8739,40.159,36.1194,22.0392,2.77392,60.715,45.3074,2.94979,10.0687,81.8972,122.242
6055,14.3999,42.3723,23.2771,38.5642,4.14645,21.6309,8.80322,52.7403,6.98957,14.631,10.7705,17.667,18.809,12.8161,43.9244,13.7115,12.2744,5.24245,38.3094,115.994
6056,9.97838,47.7306,7.42913,12.5032,41.9005,38.1964,42.7815,20.225,12.5452,23.6888,37.9569,42.7062,4.94151,27.3353,38.4085,30.4347,6.4172,10.8628,67.0854,119.999
6057,19.3047,14.4637,40.3852,35.8219,38.6967,5.94095,53.0512,52.3629,16.1633,22.0589,17.6018,23.4771,29.5117,25.8535,60.2139,28.8978,14.5973,2.53969,39.9514,98.6614
6058,19.6466,45.3921,32.1134,14.9705,42.7697,28.699,52.6272,45.0387,7.61124,25.638,23.4988,12.8201,14.548,3.20701,21.3294,50.0017,11.5242,8.91837,96.1903,1.25693
6059,20.7095,12.7416,34.1458,39.2427,39.3175,6.01347,37.5952,42.2443,6.64587,3.49662,16.315,16.3993,12.7825,4.62537,47.4975,50.7924,8.95561,15.1747,75.2193,5.46522
6060,1.9373,51.2341,7.76086,2.80998,11.7861,37.0032,28.4743,17.7261,11.9571,82.0459,34.7351,43.4489,26.4436,29.3349,50.2408,7.37532,4.33801,11.2776,97.4689,69.0836
6061,21.1788,2.82021,42.8347,16.5774,42.4532,5.11006,7.13439,55.9075,12.2286,94.0797,39.2401,23.483,29.5196,20.7236,58.464,45.2629,9.68409,14.3642,100.687,130.27
6062,9.67892,16.9422,40.0339,13.1566,42.0671,19.999,27.0485,5.23267,8.91522,81.8989,11.4833,38.7966,20.9461,27.6279,55.9667,4.39297,13.7719,6.99087,65.1557,104.467
6063,12.3238,3.70892,11.2944,16.8756,40.5754,10.8927,6.38944,19.8618,10.618,38.1559,7.19301,23.9662,10.6591,26.2386,28.9967,30.7726,12.7243,5.22413,84.4752,110.762
6064,13.5393,41.7102,34.5344,35.6742,28.3234,3.85951,11.9642,35.9539,14.8449,38.0417,29.5204,3.4219,11.8285,9.76034,54.4889,36.7967,14.0276,9.09426,24.5419,114.763
6065,19.6956,14.2056,22.0898,36.4837,40.7208,23.0848,44.8837,50.7924,5.05981,52.468,38.5164,41.3909,22.8626,12.7598,60.484,6.57786,12.317,3.67196,61.4732,80.8468
6066,6.24639,51.9959,25.1303,8.82432,31.0773,5.21203,19.845,49.0659,6.09707,29.2305,39.9428,1.97751,29.7762,18.2689,8.52792,51.7941,14.3434,13.9347,55.3721,120.437
6067,22.7219,28.3185,122.82,9.64343,28.4235,9.86469,9.67478,30.3549,15.1337,79.7419,28.8027,42.2336,12.8019,9.17662,61.8856,16.6706,10.4481,3.34149,12.4715,16.4595
6068,12.006,6.89513,31.2757,13.0924,42.3374,46.9354,15.4871,47.4078,6.3839,18.3507,26.7986,21.4519,22.1445,20.7009,62.8638,16.2189,6.04072,3.59307,63.2117,107.076
6069,8.07708,16.1368,23.6421,39.0655,40.9489,8.98219,54.1798,39.7475,13.6034,78.0771,27.0227,50.8888,16.9039,28.9049,59.7965,51.4284,2.88089,14.4187,102.066,24.508
6070,3.93217,14.2327,6.22011,39.2738,3.3759,34.6512,50.2812,5.95963,15.5868,78.3648,6.48852,43.718,15.5243,26.3046,29.7165,50.3229,5.68286,13.3148,36.5196,20.8279
6071,10.6841,51.8362,17.3268,8.02542,25.0056,2.98692,3.60879,30.9363,14.3973,92.265,14.8529,6.52846,8.69152,22.6685,60.6218,10.6807,7.99094,3.04584,59.6995,73.8401
6072,2.48484,49.6981,42.9543,20.7203,38.9387,15.6427,28.2842,9.50877,11.64,83.1911,16.1677,10.7659,16.0365,25.2812,62.53,52.7451,10.509,12.5628,29.3081,138.784
6073,21.4823,51.6362,39.6592,16.5718,18.8745,11.4137,20.0608,50.0732,4.73458,96.4227,17.193,32.2527,27.0126,26.7556,63.8901,14.9692,16.1308,9.09176,19.8388,98.9734
6074,3.55125,7.18398,44.083,18.9397,41.4976,29.456,17.2827,7.88812,14.2383,93.7358,39.3104,17.3748,12.4683,7.21647,47.0183,44.4206,16.3367,8.33003,17.9991,37.8383
6075,15.6976,21.1894,14.3269,36.0871,35.33,8.14839,25.3779,39.7672,13.9501,96.7354,36.4554,28.3371,16.45,23.6204,62.5751,41.8415,11.7259,15.6761,93.9836,110.937
6076,18.5565,3.68723,39.293,25.8074,7.24036,30.2679,43.2989,52.9122,29.0514,93.4893,38.5497,11.2978,24.9876,3.41119,60.8057,31.2045,7.62908,12.932,33.8212,130.274
6077,2.93897,11.4778,37.2716,10.5873,8.2726,10.2246,53.2394,10.8126,2.56999,15.1453,36.8515,25.7381,13.7681,23.2972,42.1245,50.7216,12.4093,13.3881,101.406,119.648
6078,22.145,3.41283,43.4128,36.8694,10.6596,24.438,31.1925,45.5837,7.80762,9.28842,34.3382,36.5034,16.2659,28.4834,61.009,7.72241,6.97478,3.78306,13.4813,131.424
6079,3.24411,3.03502,25.7678,32.8346,10.9211,38.2323,14.0626,14.5948,3.19438,49.4397,22.0576,4.16124,11.8714,6.36829,56.1005,61.9681,5.39267,7.7317,96.9851,90.0196
6080,3.01127,10.5952,20.2797,20.6341,39.3293,31.4039,28.885,6.74528,7.6947,11.7236,18.2108,30.8399,21.825,12.5493,50.2029,8.56602,13.3557,10.9918,97.9523,107.808
6081,12.7161,41.4131,38.9614,22.6271,16.2507,36.9994,55.2244,16.6221,6.29306,88.5475,29.6748,41.0526,24.4546,5.29137,14.4174,38.6301,13.6663,2.67362,26.0533,138.607
6082,17.991,37.6227,11.6355,11.6085,5.02268,34.5843,16.9765,51.0795,12.824,93.6561,35.7295,38.9382,11.923,11.126,11.786,36.7647,4.09664,13.1225,101.133,87.3709
6083,21.6607,45.5716,69.4985,10.5041,31.6357,36.7512,38.9284,23.2744,3.18132,95.0401,13.317,20.9267,28.4616,27.5484,23.8032,12.6995,16.3796,5.60748,89.3723,125.916
6084,18.7635,5.61913,41.4967,19.4749,26.9612,18.9718,24.1818,26.2693,13.2069,98.7494,33.8282,9.89088,10.5174,28.2967,55.8651,53.5068,16.0576,13.2573,74.4447,137.639
6085,15.0462,53.5118,6.75863,26.2882,40.9669,35.1427,21.0169,7.5528,7.36087,82.6367,41.9946,33.5026,15.1679,3.21049,61.6221,53.3661,15.3399,13.423,47.9002,50.8908
6086,16.0233,5.35787,27.2771,28.7971,34.4314,3.00124,43.0358,75.767,10.877,16.7958,18.1917,8.98161,2.41422,7.80301,60.9977,11.7767,3.59807,2.33231,93.5827,140.057
6087,2.97328,8.73612,15.019,17.2724,38.8912,20.1701,6.89483,42.0683,9.49162,89.7265,8.0964,37.5889,53.8483,27.6329,66.8477,4.46548,3.96696,5.00316,85.0208,132.577
6088,6.03484,7.3059,32.6214,25.4211,8.1858,32.6063,13.4335,52.3295,12.2513,49.4205,18.1663,40.0075,7.18626,3.4786,9.70892,49.4975,15.7419,20.6695,86.7666,134.086
6089,19.5491,31.426,9.73085,2.45236,39.9359,12.4891,24.343,5.88446,9.38339,40.94,9.50924,13.7757,9.8868,9.92743,63.4534,24.0399,2.94689,9.86688,90.6808,89.4096
6090,4.58325,30.9276,57.211,1.89891,4.25732,34.1287,8.11125,34.6569,1.88898,19.8082,31.8815,43.0037,28.2212,2.81973,33.996,6.40896,8.83455,12.9091,82.9205,113.664
6091,14.9346,53.9396,14.1647,39.4558,12.9348,13.3394,1.6872,52.1954,15.2312,70.207,33.4526,41.4939,25.754,6.05678,55.7625,45.8994,7.64734,11.3613,103.093,115.318
6092,18.7327,48.9634,37.7245,35.1663,41.808,31.7562,20.8392,38.0113,6.53718,90.523,32.7785,19.7676,6.05288,8.1846,62.5539,24.1673,6.40437,5.13091,67.9663,13.9835
6093,22.2228,12.8688,16.6173,3.754,8.39109,12.408,9.29936,31.1259,8.3103,42.7756,12.2148,30.7567,9.81754,24.9703,57.3271,48.3044,20.8962,6.09075,101.063,109.639
6094,22.0945,25.832,33.8521,6.71084,36.1025,4.25672,52.9088,26.1592,2.99231,45.9414,20.2605,26.0808,28.8138,24.5083,17.827,39.9743,14.8078,2.881,29.196,73.5634
6095,5.62086,5.95836,14.6965,25.6587,19.824,10.213,48.7224,52.7119,3.5071,36.0053,10.4881,29.7045,12.3147,7.56732,47.4888,33.0381,14.6076,12.0837,98.8844,14.4709
6096,22.0054,40.1503,25.1785,35.8353,4.10048,2.46653,51.3636,7.56924,2.539,89.8442,11.0374,33.7629,9.21017,41.9722,39.3241,33.9828,8.50718,12.966,23.7987,99.4277
6097,13.4563,10.018,40.3021,31.8386,31.1905,14.5466,47.4309,42.9243,6.99606,6.39263,23.9822,18.3961,14.3068,27.8643,29.3966,8.88887,15.724,14.5949,97.276,2.83442
6098,4.31467,10.0727,30.5566,35.9768,27.4608,10.0563,18.1743,4.32566,11.2849,59.7667,32.7095,44.0457,27.6261,13.1301,27.8648,39.4797,11.7916,16.7009,82.6673,64.5482
6099,18.4118,3.92505,39.3054,38.273,31.3702,30.5342,36.4654,7.9835,12.967,91.5375,12.6422,10.1422,29.2115,2.0278,34.1611,49.8706,5.2206,12.1849,100.841,106.661
6100,7.78804,3.54075,8.7291,36.6588,33.8254,3.32369,46.7694,43.4619,4.5316,14.0417,36.6396,9.25919,29.1052,9.91278,16.4731,18.7354,15.6073,6.28538,15.1515,43.8461
6101,8.82539,30.6275,37.9997,12.9119,10.1678,41.6385,19.8264,10.7511,15.3182,17.9878,20.2122,15.3866,27.6684,10.8143,60.9189,5.01702,5.56429,3.14044,96.4559,77.0734
6102,22.631,48.8723,36.596,37.9514,21.2168,17.7676,39.9557,24.5818,17.0467,7.50532,5.98264,26.3328,9.4186,30.2641,58.687,52.1328,10.5744,10.04,94.3596,54.2277
6103,4.04461,21.8329,34.4703,5.98552,17.7237,4.72929,45.4023,46.6717,14.0624,93.6944,11.7247,10.9945,24.5168,13.6146,37.0732,19.405,4.25576,15.6308,95.4141,91.0721
6104,22.2414,52.9808,15.9766,14.7777,8.88503,40.1188,50.7488,35.865,6.35395,59.9453,8.52439,14.5281,27.2337,6.91644,9.21636,47.8617,9.27593,13.9041,92.9257,29.809
6105,20.5829,37.1968,38.9236,3.06499,19.8679,14.8717,11.1912,55.9457,3.23523,85.9254,19.4105,43.8007,12.266,5.34132,35.7223,27.3685,14.1652,17.1822,12.5027,13.4028
6106,12.5628,6.37331,12.3647,37.7373,42.3495,30.4411,2.30535,39.8641,3.16951,40.0429,56.4212,23.2885,25.3548,18.441,58.9357,35.1763,3.33884,15.1885,55.7354,76.9536
6107,23.1436,32.9219,28.5658,36.9557,39.2368,21.6245,28.5867,31.8751,3.41343,3.87435,35.9467,7.38976,7.82158,30.2533,54.627,7.17078,3.69303,11.8365,100.256,34.9854
6108,32.7264,38.1035,18.8552,25.5433,34.5035,7.53344,26.2463,41.7048,8.91985,92.0051,11.3887,42.0132,9.14766,8.52537,62.3008,11.0984,4.98258,15.2022,64.6134,12.4459
6109,6.00439,38.1296,35.7444,7.80014,36.0183,14.0467,12.5221,14.8744,11.2515,13.0319,6.93247,4.8159,21.3506,8.9955,58.8782,19.3707,12.4553,8.65191,14.7966,125.647
6110,14.0239,7.83251,30.5908,25.4993,18.7959,9.1445,13.6218,28.8181,10.8079,56.4439,21.2708,15.3399,9.09935,25.4091,56.7873,41.0176,4.35033,14.7159,32.3572,87.2521
6111,22.5832,26.2593,30.1792,26.8555,18.5885,34.8613,3.26904,48.9712,17.3706,54.1434,44.7452,43.1578,7.30736,10.8785,38.2407,26.2935,3.06933,14.9028,95.891,10.0625
6112,22.4486,19.1409,38.533,15.5568,12.0253,4.71746,48.8517,4.52428,10.6174,95.4486,20.872,3.90907,5.68819,17.222,56.5512,54.4376,5.68685,6.85895,91.6804,106.775
6113,11.0712,4.69609,39.2273,2.92318,39.2887,33.9001,10.3482,26.6966,4.09768,12.8842,96.117,27.3392,15.5134,26.0459,31.3172,32.7201,12.1581,16.2127,52.274,92.6229
6114,9.84982,8.63753,23.4831,33.157,42.1689,37.8515,41.5444,29.3693,11.9319,2.91422,20.0746,42.8727,29.9441,26.8372,61.0784,44.0488,17.217,14.1656,55.9879,85.9169
6115,10.0099,46.6232,8.97121,13.795,38.112,1.77292,7.49322,15.9014,3.31609,13.5726,20.2297,12.955,10.0449,3.71349,60.6321,37.7166,12.3278,9.12056,68.9679,105.474
6116,8.95252,52.0081,19.5875,39.8753,42.0449,15.3955,49.3172,39.9698,9.69623,11.2375,27.1048,14.0477,6.54591,27.5887,42.2062,45.2444,11.3426,4.7754,101.344,119.538
6117,11.7215,18.8989,40.2981,38.6323,4.80945,30.2515,14.6099,28.3015,7.75283,4.93238,55.828,43.0231,8.5313,49.7961,20.9751,56.0308,2.88447,16.3976,83.9346,130.766
6118,10.6611,32.8481,7.94237,29.9361,38.8128,30.3386,47.7283,19.1564,2.37438,93.613,34.2854,36.9685,19.2921,29.8134,27.1994,47.0616,9.84636,5.84921,43.2848,129.407
6119,2.01602,4.72115,6.75937,31.1831,3.69537,22.7008,54.9711,40.7533,15.817,83.7846,149.028,5.32467,23.6904,5.20562,45.5115,49.4196,5.01242,12.9118,95.1635,122.865
6120,22.5962,54.5022,12.2659,1.53565,39.0735,22.4852,13.2262,44.6093,6.26928,70.3183,105.618,12.3791,4.39668,15.8492,41.7967,12.5531,15.8659,4.70834,101.155,53.407
6121,17.6701,43.0445,34.6625,3.68758,30.0306,37.2552,16.6761,10.2325,5.63695,74.7829,55.4371,9.53925,13.9837,30.2996,49.7338,20.8963,6.08473,6.56617,101.957,11.5652
6122,5.4995,5.38725,34.9526,5.1559,27.9946,4.04712,19.2127,3.98537,16.9285,90.0107,97.991,14.0251,7.87055,27.0499,22.1375,52.4865,10.0626,5.15096,53.0532,40.8477
6123,20.7626,11.3855,34.4487,7.98833,37.2837,27.199,9.74469,52.375,2.1649,5.2656,101.289,30.5711,7.51209,4.19606,14.8526,28.0658,16.163,13.9421,21.4647,105.085
6124,16.3248,19.9215,10.1438,4.71756,18.225,37.4712,41.0791,38.3946,2.78771,63.8185,13.4534,8.10042,4.74102,29.0611,51.1022,22.2124,12.0399,13.7598,100.133,16.8595
6125,9.2325,12.2672,38.1381,38.8373,40.2861,7.17591,33.7873,41.2104,3.19498,98.6289,35.4281,43.6781,28.5438,11.9187,21.7551,9.81109,8.09786,6.64678,99.5297,29.7063
6126,20.4193,11.1661,26.2089,38.8234,31.2808,1.57397,5.64635,32.4326,5.96109,94.6195,11.9104,37.4718,20.1521,22.4581,21.3611,53.7844,13.9572,14.4259,74.4506,54.7262
6127,15.6005,20.6122,17.9849,34.4351,10.539,40.3848,22.5932,20.9759,4.09663,58.2924,16.1162,7.60021,21.5794,14.8272,62.5093,95.7112,5.22144,5.28432,95.6591,17.9694
6128,8.99482,54.0576,7.35717,8.4634,21.9135,23.4241,8.20895,28.4208,9.66897,4.76433,41.4197,13.3218,25.5252,20.8132,60.3728,40.9586,9.81641,6.65868,102.657,126.2
6129,2.07671,15.2241,15.493,14.1114,21.7945,26.1711,48.2045,44.5254,4.03528,35.8571,26.294,3.99018,5.19663,6.94178,36.0861,48.9055,6.84493,4.38887,78.5206,124.746
6130,6.28082,3.02147,26.9138,23.9563,42.471,35.1619,21.834,27.3124,2.3859,75.8982,42.0374,37.745,30.7135,23.2054,60.2318,27.7448,2.90393,8.00747,14.1293,12.2097
6131,7.11434,6.45061,44.8823,23.8432,27.0125,33.4044,14.3963,68.7857,11.2887,9.91059,42.3994,23.4476,8.77366,15.1232,61.8086,21.2273,4.37364,16.4417,29.5857,112.048
6132,13.6176,45.4241,20.2447,38.9809,26.1959,27.1964,37.6622,38.2155,13.3043,64.8618,34.0202,13.6719,24.4758,21.8353,43.0229,25.3729,12.3489,5.80567,82.5422,38.5607
6133,34.1346,47.6465,35.75,12.7475,43.5877,15.2114,20.7526,39.8286,6.9529,2.55704,28.3735,38.7026,21.9995,23.5832,61.8126,52.8062,5.86856,5.64095,50.3038,133.23
6134,21.3082,3.26462,37.6535,35.2946,23.1259,12.8093,35.1381,53.2167,12.3619,44.4674,37.5913,5.54892,23.0958,26.1401,66.3185,36.4033,7.88301,11.126,96.7567,28.2805
6135,3.10029,51.6944,10.838,20.2762,23.5953,8.58742,42.2726,30.2445,11.0268,26.2826,34.3261,40.91,3.87932,11.6339,59.5528,49.407,11.2744,13.377,98.241,130.581
