NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.unica,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
5862,10.8143,7.40456,17.5514,37.3815,31.3458,10.3219,43.3825,7.33616,8.23035,46.621,7.76473,13.2655,28.8792,21.8546,58.0288,14.4226,28.92,2.43121,97.0361,129.325
5863,6.20795,47.5187,37.9438,22.0421,42.7315,26.6348,13.3252,48.7034,14.7746,89.6205,9.08508,15.7727,26.8831,21.2366,19.0316,53.1852,8.26084,3.49578,33.1385,25.8843
5864,8.83184,54.1785,15.5103,12.7742,7.16953,15.1902,12.9211,47.591,14.0638,5.58255,5.75491,4.45812,22.3461,5.27138,60.2491,39.5366,4.36525,5.06687,69.7598,48.8821
5865,17.0857,21.5217,39.0965,32.8656,7.42774,37.497,6.9899,39.9154,2.50942,59.567,40.2791,15.9512,20.5958,6.91035,50.7412,51.4734,14.1638,12.6611,14.4878,121.179
5866,3.13953,7.09252,40.4687,34.913,40.6247,37.8436,34.8822,41.4646,9.73221,86.4052,40.6388,36.7563,22.502,30.0967,55.4704,23.6761,12.3384,3.65671,28.4457,118.254
5867,5.4896,8.68873,58.3215,23.8294,32.3999,33.8133,49.2499,43.8771,4.08363,44.8168,38.2732,14.7383,15.7571,1.96354,61.1883,51.9003,7.60683,12.0552,81.9943,106.822
5868,21.339,4.31248,38.6961,38.7761,9.64657,37.2663,42.7709,5.75814,2.48242,92.1453,33.2676,43.1807,8.79664,15.168,28.8419,76.814,8.09008,14.7026,65.0782,132.963
5869,23.5895,34.9396,27.1827,39.7677,30.779,30.0494,38.5393,3.07877,14.9421,32.4956,14.6245,33.3131,23.4733,27.1128,61.8763,46.1522,6.39343,2.50513,86.6244,29.0878
5870,22.1237,12.4882,41.6347,38.9447,41.6305,3.14637,3.79308,53.98,8.07206,75.8602,43.2291,35.759,22.6073,29.6761,60.9083,17.1682,16.6706,13.9438,31.6451,6.03236
5871,14.4413,5.30719,40.9089,35.3797,25.8185,14.635,42.26,56.5273,5.1957,92.1636,16.2809,27.6987,30.6788,4.98229,63.6729,48.9834,5.26828,3.09611,100.419,85.7663
5872,13.3495,18.0795,34.2411,3.85815,43.5311,19.7981,27.4264,20.0422,19.5055,23.7163,38.4734,33.9434,8.48707,2.08405,14.8776,45.0218,5.65173,7.09644,11.8228,84.885
5873,16.164,10.5953,15.9454,9.29443,15.4044,33.6366,28.341,56.6568,6.62251,80.7358,41.4556,30.0341,20.0624,14.5537,60.2668,33.4108,15.7351,15.7704,64.0064,135.514
5874,9.8379,40.1697,18.2324,14.4455,41.0465,23.4605,49.5686,51.7225,9.87333,6.3265,19.2528,30.6608,28.8424,18.3965,50.6245,51.5313,13.6963,12.5639,83.1052,18.111
5875,21.8961,82.2461,36.8181,36.8682,38.7864,25.0858,48.0658,13.0971,17.924,95.5295,20.9808,42.7963,29.4203,22.8101,60.0815,3.78654,4.81204,13.4524,95.1355,99.8898
5876,16.7828,21.8037,33.1357,8.23188,15.9273,88.8675,4.72837,40.0475,11.405,2.57688,33.5797,31.5543,28.3401,27.2833,54.7375,4.1465,11.6155,2.76659,22.0811,45.2607
5877,21.8385,27.5275,44.0325,12.8562,18.0923,41.4963,46.011,31.1655,14.3457,8.1005,42.0247,27.8666,4.52795,16.6572,29.2066,8.06121,13.6683,14.4066,61.7867,134.374
5878,34.0228,8.81097,23.1355,21.6864,34.4059,96.0663,7.2623,27.4061,12.803,94.861,23.5375,13.5307,3.35889,19.064,13.4422,35.6079,7.73204,16.6672,86.519,25.6405
5879,21.1884,20.4517,37.9802,37.6047,41.8495,26.723,52.7167,21.1197,12.3041,36.8401,44.5312,27.1678,6.36206,15.7357,45.6248,24.1908,15.9776,17.2343,69.5025,136.384
5880,22.2387,54.215,19.1374,35.5136,4.32407,75.0973,51.4229,48.7823,14.4279,51.9477,11.9328,4.73849,15.2501,23.3237,59.3115,35.5026,4.48794,14.5344,100.78,110.65
5881,11.4981,46.9325,30.8542,26.7875,28.0119,130.654,47.8951,21.6669,7.83843,87.5288,50.7761,7.00656,26.306,12.1589,60.349,12.821,4.51111,4.40026,93.4426,14.5074
5882,20.1962,29.7711,28.5496,28.4893,37.1921,60.5496,12.5626,35.6559,11.8386,93.708,35.7047,5.83546,1.78945,23.0251,60.468,44.2214,14.7891,11.7295,101.33,38.4038
5883,22.514,55.9791,15.344,28.8112,20.8073,26.7951,1.87237,31.3919,39.5846,16.537,22.3275,8.54812,21.912,28.5274,30.4439,46.0214,5.01394,4.63534,98.8853,114.549
5884,15.5249,3.3656,14.4903,34.0177,39.6486,74.9874,18.5094,28.2711,4.62468,95.9504,38.4664,43.502,29.3739,12.7711,26.1504,48.8256,16.6734,14.2709,55.542,13.0824
5885,15.1292,11.193,18.2934,25.5111,37.4612,27.3258,33.1008,10.3965,7.48209,13.902,13.9412,11.2252,3.80492,18.9005,8.48023,36.7296,10.3848,10.8462,25.1735,132.546
5886,22.6538,45.9749,39.134,5.10077,42.4385,35.2214,54.583,47.5983,15.5129,17.5116,9.26979,40.5014,28.3246,25.6697,23.5717,5.47095,8.75039,14.5674,12.1767,45.6928
5887,10.719,5.31423,36.1093,38.3187,42.3178,44.4575,41.1932,51.5764,5.949,27.6923,18.2324,12.8184,18.8614,21.3283,31.8883,44.4645,11.6876,14.7343,76.2945,118.338
5888,15.2681,15.9091,38.4002,21.2084,31.4489,98.2414,53.6534,52.4435,3.16969,11.3646,39.4907,9.06628,13.8047,22.2769,21.5704,18.6811,12.7966,8.05903,23.0233,20.1891
5889,2.03876,4.85048,34.4265,13.4126,40.6064,27.9605,18.0838,30.033,3.15005,81.3324,35.8101,28.9991,3.98558,10.6785,54.1921,51.8091,8.79787,4.72434,98.1214,112.245
5890,18.6162,10.0001,34.269,18.2653,42.5858,44.5253,8.60799,21.7086,7.67251,92.9996,34.4858,19.1063,10.875,16.2664,59.8269,21.1004,13.4898,6.33509,20.7476,108.606
5891,5.42959,33.204,41.2269,4.14529,22.3858,28.4615,39.1438,52.6186,12.7157,24.28,15.875,21.3122,33.171,13.7418,61.4799,34.4389,17.8842,5.07342,91.1261,124.173
5892,5.98019,3.51551,39.0966,39.3125,11.0111,30.2031,8.20082,9.49228,9.73289,93.6627,40.9505,24.7267,29.0704,8.20458,48.7439,47.232,14.6453,8.39548,56.0306,17.0233
5893,9.40396,37.3054,28.9571,36.814,11.1349,7.08282,17.2298,32.138,6.40771,2.12077,38.1483,25.8504,13.0305,23.2126,55.6693,27.6731,5.6509,12.2615,93.5853,44.8332
5894,14.5042,51.6785,6.87783,35.0841,14.6244,37.825,5.45687,39.2526,10.2902,45.4367,25.2596,13.1136,18.3131,9.86072,44.2362,47.15,9.65224,12.3424,31.1558,62.9469
5895,19.0954,52.0475,6.47176,25.3135,4.21354,8.55329,6.5721,43.1474,2.32066,85.7859,35.2101,41.8317,16.0864,8.1257,45.9032,15.1099,23.4821,7.41611,95.1595,45.8582
5896,9.00813,27.6118,34.9785,47.3677,22.1894,5.60629,13.6135,51.3607,15.7626,93.9795,37.4571,31.6183,23.4932,14.367,58.7769,37.9214,7.50438,16.3193,71.0349,116.451
5897,10.1072,50.53,13.274,14.0486,10.9584,4.40904,9.89168,39.6001,8.22558,72.5466,38.0741,10.5328,3.44126,11.5708,58.0354,21.5242,6.74554,5.38014,14.3752,91.364
5898,21.7967,3.01183,8.65578,18.364,17.068,34.4448,50.8674,28.5761,7.98107,12.8011,6.25439,42.667,26.4937,7.26769,52.9339,22.7493,14.6107,4.93412,78.7858,73.4097
5899,16.9779,12.8368,25.6055,10.8814,12.5535,37.2104,37.3568,42.106,6.99245,63.2779,6.43957,7.69896,16.7351,25.0957,63.1036,53.9361,5.37779,13.0437,54.8147,33.545
5900,15.9581,23.9007,30.1798,4.71862,30.608,3.01613,22.1596,18.808,15.5981,65.4768,33.9509,5.56943,22.1241,26.0736,56.7765,50.1956,8.64556,9.57286,10.3081,24.6894
5901,8.05261,54.2619,39.7491,34.7246,25.2957,7.8759,29.3063,39.9499,2.39204,5.0203,9.55286,39.8264,20.0125,12.1392,59.0522,37.1954,17.6832,10.1928,97.4902,133.761
5902,18.5427,6.5697,34.8015,14.0993,37.4166,12.8998,25.9195,15.5612,11.3115,90.287,29.5445,43.9949,28.3563,19.0704,52.0681,14.9575,10.6259,12.8545,95.357,12.3754
5903,2.2979,16.6071,16.7117,40.245,41.3785,27.0456,17.1969,33.5611,6.62473,33.5607,19.8431,9.75635,27.9265,25.0611,10.8964,64.9151,6.34793,2.13221,98.2222,136.407
5904,17.5365,15.6781,39.5441,35.5135,39.1776,22.1649,46.3588,43.6473,15.9255,8.62603,41.2326,22.7658,27.9927,30.0427,9.66529,10.5483,10.0656,16.1756,16.6698,131.055
5905,14.5619,28.6402,10.0345,38.3574,30.3322,11.0105,12.283,50.4584,5.75503,59.0397,18.4389,16.5523,6.22433,8.17172,61.6893,7.49368,4.09866,10.9315,97.2101,31.0381
5906,7.59717,15.0395,8.14817,38.7243,13.088,30.8553,54.5568,52.057,6.57551,90.0143,10.096,25.0079,19.4147,16.7149,60.2946,7.53211,4.74205,6.03701,93.2367,24.1388
5907,7.13247,3.81342,7.06005,29.9707,9.96122,34.6647,23.2196,8.16938,4.65403,58.3,12.7892,42.8674,14.1151,5.05688,40.571,15.8579,15.8763,13.4904,96.0467,119.675
5908,20.7545,24.3872,36.8712,15.7354,18.7638,16.951,43.1052,4.95298,3.35775,90.0801,39.4821,5.00118,7.12459,8.95722,60.9722,12.0526,4.12921,7.51721,89.9332,82.5005
5909,9.53804,44.3021,23.871,26.025,8.08392,30.3542,3.75375,30.5579,5.60926,93.7568,7.33572,20.3151,17.3746,2.22746,18.133,8.55223,15.8525,5.76311,42.9465,124.922
5910,21.2393,49.1771,23.1007,11.1273,40.9645,3.0262,44.2104,3.84413,7.39005,94.1011,32.0245,6.5572,21.9385,17.5712,53.3513,44.6642,4.82182,2.65793,88.5139,43.3707
5911,6.4488,42.8738,38.5309,7.42259,20.2549,19.8271,39.6845,6.46669,12.9442,6.33143,36.6984,35.3503,26.8977,8.0707,24.4837,42.0917,6.41095,5.37602,45.7532,188.489
5912,21.1542,52.6744,9.08209,33.8162,28.0126,6.51666,7.54138,27.7695,2.13366,25.8045,5.88606,9.39088,11.4413,21.321,11.2438,9.92192,12.3618,14.0445,33.7349,92.3906
5913,20.9472,3.49819,34.1135,14.6377,8.53749,8.94041,36.4286,47.2852,3.17872,167.663,36.237,9.87095,25.9977,28.6553,53.407,16.739,11.5621,17.8011,36.5828,112.103
5914,4.26508,6.70585,26.1164,4.71522,35.6728,34.1117,27.294,16.5038,16.5776,85.1415,40.1641,18.0388,5.68155,14.3784,26.9171,17.3688,13.4809,11.9598,100.908,133.005
5915,16.8271,9.96825,38.0287,13.7989,5.00504,25.9666,49.2632,23.7256,10.7376,47.8157,43.3855,31.6281,11.2684,17.2355,58.3782,32.8891,2.80006,6.72518,43.8744,119.362
5916,9.21575,13.6548,30.4932,13.4903,30.8828,28.1317,30.6867,48.719,3.18456,93.9134,33.6484,7.26884,13.8341,27.4117,45.71,5.39788,14.6739,14.5238,63.2641,75.7694
5917,1.88528,3.15958,24.186,3.64654,39.1147,4.98186,31.3365,12.4774,9.11773,90.7566,34.0596,43.0985,19.2559,28.7284,30.2667,90.0696,5.6224,13.8793,87.5522,135.425
5918,4.29356,5.71791,37.6608,19.5627,42.2544,16.328,15.7986,19.3677,12.3922,49.401,41.7086,25.1532,15.6482,27.5902,58.4278,27.8032,7.99223,14.9135,100.94,56.081
5919,5.87979,50.642,18.1089,27.7374,4.36375,38.9759,2.40319,46.975,12.1878,3.03833,17.9168,36.4533,10.5287,23.5534,58.8364,19.3851,12.5589,3.72135,98.4011,41.0315
5920,21.1638,11.7914,20.749,18.2635,41.3126,8.32115,4.47322,15.1419,13.9879,61.6403,29.744,35.7145,15.4659,13.7535,57.2773,30.2166,2.80692,16.0474,94.3307,127.667
5921,7.89254,25.2906,6.15373,8.4802,40.2297,34.4416,20.7446,11.6649,6.34305,82.7353,13.9815,21.3132,25.6484,3.21299,58.5995,13.9521,14.6736,10.5488,94.4971,127.687
5922,21.4168,46.571,31.3439,36.9991,32.7194,53.5413,18.3518,17.2841,10.8316,86.4429,41.5874,6.50701,16.0073,24.656,43.2963,45.1493,9.42157,8.0192,79.6464,42.1582
5923,11.4196,2.85187,36.2515,38.1109,39.1075,29.666,35.7812,20.3861,3.61198,18.5941,22.8247,6.10406,16.7331,17.8837,35.8307,48.3341,15.3832,7.96694,81.3554,21.2089
5924,6.10115,22.3011,19.9495,6.24821,38.4121,20.1914,15.337,8.61971,10.2439,128.715,25.7238,38.0722,17.5846,28.7874,8.76835,10.0089,12.4267,5.15719,85.5244,8.20335
5925,6.76136,18.4542,39.2968,7.19583,42.3225,31.4932,26.3497,36.6336,3.16835,69.2811,57.0442,34.851,16.4501,6.76706,54.131,58.86,9.79945,14.4741,11.3483,22.0745
5926,13.2525,49.337,14.4175,1.70679,37.9658,41.2784,3.38898,38.2569,6.03625,17.381,29.3708,43.3915,59.7938,28.1693,27.2354,24.9742,14.0867,10.25,100.04,2.00063
5927,2.49585,43.373,10.6711,3.88697,43.6923,1.74223,53.4265,5.64188,10.5466,83.021,8.15275,13.4825,7.08741,12.0444,54.8699,4.59335,16.801,15.0077,77.1426,103.68
5928,22.7663,11.411,25.5079,11.9764,24.1178,2.63841,9.70718,18.5713,3.22627,83.7788,24.1149,5.15063,28.9675,23.5144,46.9873,44.6393,16.2002,16.9278,99.7267,32.1678
5929,22.4989,23.5588,12.0017,2.27018,3.48201,34.5491,47.611,11.0208,14.5806,83.005,31.0936,38.7139,10.5517,19.7814,38.3681,37.4791,11.2405,9.00755,22.8726,80.6673
5930,6.68798,2.62961,32.2975,21.7169,23.9204,6.31323,49.9976,50.734,5.23787,59.3288,32.9137,26.681,2.36162,24.079,14.2988,6.30653,8.55184,5.68279,43.5572,116.915
5931,18.5598,44.8565,35.6426,26.1947,6.67125,18.4111,21.0442,51.9876,13.8411,19.7812,29.8685,21.531,1.59102,11.4061,61.3527,4.58218,12.3404,5.00765,50.9493,105.578
5932,21.0232,7.77895,31.8001,34.6406,8.939,34.8154,14.3091,13.1238,13.609,18.8881,34.7928,3.83797,10.4477,23.4023,13.2835,8.43409,2.73885,12.735,90.7693,129.854
5933,22.8729,12.2589,10.8768,39.1266,13.0159,35.6346,50.6487,9.12793,2.02957,21.4964,11.0246,12.1503,15.4064,17.8842,61.0551,51.2051,3.97029,5.86161,50.9495,70.4012
5934,12.1306,49.5728,44.2528,10.2241,10.5516,3.07674,9.71322,31.6408,6.90633,93.5871,35.9602,11.5837,14.9893,11.9308,51.2869,53.3291,5.3564,12.8583,66.0637,100.311
5935,5.66156,32.1632,19.1874,36.1804,39.9114,76.7405,45.6873,44.4327,11.8918,2.89551,36.4166,42.0403,2.6695,4.51779,54.2488,46.9155,13.8693,6.45018,66.9626,137.581
5936,20.6786,34.2156,37.5313,18.3167,3.94467,32.352,3.0724,7.44444,11.7178,82.7036,24.3953,33.2481,23.8129,22.8446,61.3932,65.4546,10.5871,6.42681,96.4885,66.9187
5937,11.3687,50.6072,26.7293,29.7487,20.1597,16.9456,11.8817,39.5242,7.65569,40.9262,18.0049,23.626,12.4374,9.5721,20.3729,17.6364,17.7542,12.776,96.0694,140.373
5938,11.0447,53.0361,24.0008,30.3285,6.48152,16.4557,52.6984,51.9526,13.7397,17.3523,69.9345,16.6724,18.976,23.4866,43.4431,27.6139,9.24696,8.42642,93.5932,18.15
5939,3.72585,16.6847,22.5745,25.8511,22.2581,30.0453,46.3219,45.7566,6.91478,23.2967,31.5884,14.9197,9.71476,17.5217,36.6093,37.1634,13.5901,2.41983,60.2448,93.7493
5940,4.75423,7.77025,6.08658,1.53825,5.01829,35.0948,44.2154,41.6935,3.97667,12.2538,26.9676,22.0028,11.3373,25.3963,26.8635,48.8491,3.52616,11.5882,27.9044,4.37735
5941,7.21724,53.0663,16.3841,12.6933,18.1414,33.0547,11.0837,15.7087,8.19516,43.634,27.5112,17.7181,7.54387,25.6231,20.6115,12.9747,16.1338,9.01164,75.9429,54.5887
5942,15.803,3.54147,38.4288,13.0194,28.084,17.458,39.4112,54.1775,14.0504,31.3641,34.2684,31.6479,22.352,15.2171,62.2719,52.6939,7.51073,13.8646,100.379,53.3702
5943,22.6443,9.46521,38.4944,30.1822,37.6972,23.2456,35.9806,39.8893,14.7039,37.0823,28.7838,6.84256,28.0467,26.797,57.8284,51.5584,9.23161,6.02105,14.5184,9.07629
5944,13.96,26.5204,19.7742,3.39738,19.0615,29.7544,39.9703,44.8334,15.5369,7.85275,15.1279,8.56995,30.1158,20.2241,58.9156,51.76,16.6547,5.51933,95.0872,90.3885
5945,19.5347,10.6831,8.64167,39.9663,28.9028,7.59191,34.4673,28.1741,12.0719,73.5625,27.5913,13.426,21.5123,4.44617,57.1094,40.3703,5.93266,2.08923,73.4997,143.35
5946,18.4149,15.2279,32.3589,4.24482,21.2299,15.9772,26.9577,21.404,5.05765,98.2162,10.6994,40.902,29.2165,5.85858,60.1101,39.7814,2.92549,9.5369,95.2868,59.9945
5947,21.7069,4.55479,20.6848,3.14945,41.469,38.9465,12.6225,4.11049,11.4507,3.55841,17.0338,6.05646,4.13223,3.16203,60.3859,41.4939,7.66473,8.91967,99.8999,6.12207
5948,19.2965,11.3494,36.8298,37.8896,5.96538,18.3637,47.4424,50.9501,5.95978,71.1869,32.9168,27.184,4.90647,8.49546,34.314,25.3813,7.26521,21.6671,39.9979,61.7972
5949,20.1448,26.234,15.4567,17.163,38.8672,36.9421,24.809,20.8161,2.82646,72.0178,12.8885,28.0942,27.6723,6.54246,39.8448,28.6368,12.256,2.17724,100.847,131.841
5950,17.6035,53.9247,21.6873,3.52703,30.2511,9.35726,52.1996,14.4299,10.5067,25.1889,7.89932,1.94118,9.3758,26.3271,49.2312,9.177,12.5034,16.306,85.8853,19.3768
5951,17.8012,50.4294,7.52,26.8356,15.3735,35.8072,7.45524,25.6323,17.2283,88.5469,19.9505,38.9743,7.42662,20.4835,41.8179,28.7945,7.12965,4.90664,49.5719,45.6841
5952,5.72243,10.5525,7.47738,6.50818,14.044,27.0099,35.406,8.54619,5.59728,82.4608,38.02,33.2772,9.89082,30.2712,57.4536,32.1958,10.6924,14.0337,38.2634,132.382
5953,3.03328,13.0794,15.3969,7.59132,5.35697,35.08,33.7774,21.7048,5.8852,4.37931,14.8323,45.0863,25.0408,25.2927,24.076,48.5147,3.76512,5.3119,85.9239,32.3307
5954,12.4936,36.8416,36.5098,34.5388,39.8972,31.237,5.76246,92.8191,3.93123,46.8412,9.80728,19.0013,11.9725,29.4017,22.11,3.51865,11.1371,16.7805,101.791,83.1027
5955,5.30361,14.4855,28.4146,32.1794,10.1244,19.2946,11.1811,77.6448,7.2271,92.7329,37.7785,5.08476,7.94858,21.6845,62.8541,6.91816,10.125,6.16778,92.9515,125.799
5956,3.3754,38.6906,6.52801,23.6744,14.832,24.2323,7.8056,25.9034,5.84454,90.0509,23.9379,4.10182,30.1115,29.7377,49.9295,46.0348,4.24357,4.08827,97.2453,127.497
5957,22.6829,43.5299,21.328,7.49693,21.9112,3.6452,15.6233,57.7189,5.71847,77.9308,8.64135,21.9524,13.3776,4.93062,54.1916,52.6844,11.367,3.87632,79.2679,131.281
5958,19.859,52.0557,9.80568,20.0211,41.6452,9.5506,49.8433,75.5597,6.73651,35.1889,30.2003,66.8276,8.11686,21.2706,16.6833,40.398,14.0885,13.4433,90.9265,131.885
5959,2.63968,42.1722,17.2235,36.6187,22.2194,8.48901,3.11797,110.195,12.1771,91.6824,40.7192,32.986,19.0147,1.92863,59.18,11.9587,16.331,6.82756,60.0176,7.03204
5960,13.6591,44.7319,13.368,35.5424,29.4504,10.089,35.307,55.1109,21.3756,19.7948,12.1721,28.8784,12.7446,26.5093,62.7318,49.6393,11.9154,11.1728,28.0453,39.5812
5961,4.76431,5.6487,38.2662,10.0121,36.4439,10.5146,46.1921,31.2483,2.27515,74.7511,6.05694,11.775,29.563,22.1442,17.8263,43.8492,3.1818,14.9493,75.8128,12.6577
5962,8.5701,33.9542,34.2518,38.3166,7.7852,16.6145,28.2985,53.6481,4.12876,10.4087,13.509,12.2662,8.50658,3.80399,55.7832,53.7208,15.8746,8.41521,57.8754,27.6494
5963,21.0058,53.4157,12.0432,21.0792,33.9462,14.4575,37.9397,108.071,3.40183,83.6596,34.5498,2.45275,26.1597,10.3531,59.8322,18.1147,14.3267,8.8711,16.9146,65.6712
5964,3.09667,31.9052,6.57795,39.4873,42.4292,31.1013,60.2941,191.154,17.0426,74.4438,38.9288,28.782,12.5,15.7217,57.0218,53.6735,16.1135,8.65333,95.6273,106.908
5965,12.7324,17.3943,7.20915,8.02826,34.3997,13.8608,36.8473,114.477,3.38945,89.155,43.3432,42.8702,8.84807,27.2315,61.294,19.0827,11.1812,13.6292,33.5119,125.465
5966,1.98078,19.915,41.7943,11.1888,12.1218,34.3402,29.8034,42.3822,4.02491,4.7537,10.501,4.54993,5.43845,27.9333,14.7565,50.5224,4.26351,13.6553,98.2062,122.323
5967,21.7893,53.5243,17.2591,23.679,35.3773,35.2858,14.7898,102.002,3.44747,63.9263,11.8076,15.1845,30.4063,26.0067,20.7507,99.0042,28.9427,13.6227,99.7582,1.14639
5968,26.0202,6.14948,29.1045,2.77538,43.0879,2.00142,54.6666,47.8126,9.50806,9.46498,15.7803,44.5982,7.86247,13.1878,8.6338,30.0513,2.73929,5.30572,97.3088,123.953
5969,14.8163,51.1312,35.3691,31.9703,41.0477,3.43901,42.3061,48.1445,3.5926,35.2004,33.457,31.7152,4.29012,28.1549,55.6482,6.31532,3.40368,5.31652,11.0897,132.184
5970,22.6057,6.91507,15.0602,15.8882,7.91902,30.6245,23.5515,25.3943,14.0106,4.3787,21.4807,44.1676,8.26598,29.2424,56.7433,31.7131,20.6446,17.8532,17.5776,7.78521
5971,13.222,9.53552,11.3667,8.98304,32.0647,23.8717,1.78141,4.9511,3.18568,80.6839,51.9268,43.2305,9.13508,26.9287,53.736,40.878,4.72959,18.0614,10.471,19.0897
5972,3.69759,4.70518,9.06186,36.9801,41.6176,40.6345,4.33579,30.2436,11.2055,29.0273,40.6228,32.2318,28.8111,3.51642,28.9764,3.87692,7.86659,11.7545,95.4538,59.0441
5973,13.7319,39.3262,53.3577,12.2284,32.6827,10.9798,54.8336,8.91904,13.2555,93.9141,94.6848,39.6012,25.7703,19.1387,41.1323,40.1086,16.2556,18.1175,69.9247,4.88892
5974,5.18905,30.1942,7.25742,34.0871,51.2099,26.7058,51.1999,45.4374,2.0197,93.4604,6.66313,18.0715,20.1242,25.0081,30.7528,34.9646,10.0421,9.38898,24.855,207.832
5975,23.1822,75.1236,32.6631,38.9016,41.2553,24.6493,36.0784,55.2712,5.91218,33.998,16.6373,36.2978,7.16386,9.13024,61.6236,51.431,17.5784,14.3478,100.031,18.0446
5976,2.8703,54.4189,18.9952,19.1161,41.7253,8.9536,46.3476,44.2906,4.97241,89.2893,6.5372,14.0386,15.3067,24.2558,34.534,45.079,5.07966,3.5098,32.5077,9.34143
5977,19.4786,28.3975,43.9836,9.67085,26.0845,39.0116,29.1972,3.15518,10.3728,32.3554,14.3251,27.0098,28.2418,18.8878,36.8915,13.4071,9.86724,6.30927,57.6642,15.4963
5978,18.0765,62.1214,30.129,11.1393,28.1142,37.178,36.0519,40.3328,5.34101,33.8544,34.9654,7.78983,1.79315,25.1853,37.3415,26.6011,5.4741,3.85425,79.0875,7.35048
5979,12.9789,22.7126,35.6046,18.1022,3.7809,18.8003,15.2175,12.8115,3.11108,8.75499,32.843,34.4611,28.4492,26.771,61.3361,20.6926,7.85494,10.3587,28.4037,35.4475
5980,16.3115,4.43257,38.1006,38.0893,28.2314,26.9218,55.8382,9.56833,11.5891,5.75006,22.7101,31.9773,27.9737,22.7079,11.2748,39.926,13.8134,6.98367,79.1808,1.53382
5981,6.62432,17.7157,31.2732,27.8182,34.1988,33.2432,11.0543,24.9135,7.19033,92.2974,9.59519,43.8436,22.1989,19.3186,48.8753,52.3377,10.6121,13.6329,11.4232,78.8762
5982,21.8389,47.5143,38.6013,22.6442,17.0857,6.06598,18.0118,36.9063,11.424,76.2089,24.833,19.5784,12.2835,3.954,60.9579,46.5909,3.13486,2.88886,95.217,130.627
5983,5.21897,4.97545,28.4469,39.0608,4.65474,17.0134,48.472,7.04152,3.01536,69.2493,38.4637,43.8289,22.5898,5.88087,57.7958,24.2081,4.13141,3.66875,93.5601,128.41
5984,13.599,3.86567,30.4538,31.34,40.4015,27.1125,8.9955,43.8127,5.49138,2.55663,9.20543,41.1689,19.0702,7.2486,11.5828,40.8255,11.9003,13.6374,20.0757,113.431
5985,22.0327,25.2081,40.9102,33.5874,21.082,33.6563,29.8255,38.0319,9.12684,82.1062,19.8478,43.4305,6.72474,5.62928,48.3337,7.98223,6.93296,10.4255,85.4699,59.1393
5986,2.14874,3.26345,33.945,5.286,38.5218,30.155,48.9067,41.3705,13.9604,46.1324,21.1617,37.9357,21.3857,28.7834,54.982,35.7238,12.2589,12.7111,85.8558,87.4219
5987,8.40296,49.8867,45.2906,24.676,22.6974,24.4081,23.0039,25.6569,14.0635,144.993,39.1293,43.5982,4.5591,60.4242,60.0731,39.1605,2.99339,13.5893,69.1686,47.5931
5988,20.848,2.77616,15.1214,20.6976,43.3165,39.6799,19.0998,33.6435,2.24344,35.628,30.3751,8.93268,12.2378,10.6393,46.8392,11.1079,11.3886,8.34243,14.4295,133.375
5989,19.8591,4.13621,32.8029,30.4646,41.2025,12.5529,16.398,45.5704,3.8148,136.305,21.8715,31.6647,7.47675,14.3078,23.7038,47.4064,5.91018,7.51724,48.1431,136.582
5990,13.8334,29.9026,102.627,32.9221,21.3525,12.0034,22.9019,56.2281,1.91779,65.921,30.6949,2.20658,30.7538,20.0255,60.6193,19.8676,3.12819,2.00584,27.041,76.1558
5991,15.2564,17.8473,42.7575,32.0779,24.8699,9.17993,54.7683,4.61276,9.59928,293.929,24.3986,3.99095,18.283,27.0981,56.5215,26.5814,8.30061,3.52052,58.0508,93.7757
5992,14.0926,36.6937,37.2233,2.92978,8.9884,34.872,25.5196,50.227,11.0926,208.836,32.784,42.722,24.1452,10.418,24.9088,43.1912,9.85407,14.3015,95.1792,139.579
5993,9.14656,54.4383,12.7525,7.05436,29.1186,40.7117,10.5922,4.2268,13.5911,81.117,32.1194,8.23484,25.3426,20.3572,59.3302,5.28033,5.15598,14.3087,73.074,104.458
5994,1.91069,13.5935,24.9633,26.1853,38.4381,28.0054,8.70193,38.4787,5.63557,68.5168,28.6697,22.6455,6.80312,23.2751,32.5135,25.8528,15.4705,17.4405,97.1997,78.1993
5995,18.8725,40.1536,8.06996,14.4036,19.6868,30.2227,2.15302,53.2784,3.93006,65.777,20.3701,36.2136,28.6901,21.0365,35.9666,68.3577,6.25496,7.514,98.5151,134.675
5996,8.47759,33.5279,37.6211,36.0884,34.7487,14.8361,18.2442,53.0107,3.38321,67.6362,28.0838,12.4052,24.8555,8.91601,52.1735,23.0863,11.2437,5.63413,91.3552,131.661
5997,5.30236,19.6281,32.084,22.0188,16.8426,4.21276,54.5166,47.8792,3.42473,61.0461,24.2431,11.1722,26.4238,13.4137,64.2418,49.4092,2.79446,4.21597,70.1745,130.125
5998,16.569,19.4983,18.4009,24.8136,24.8445,37.2103,2.03321,48.7613,14.0278,328.827,6.07273,14.45,28.2037,13.5013,59.7114,42.1523,3.0219,11.526,45.0728,101.271
