NodeNo.,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
2111,8.96568,4.93561,10.5034,12.1553,21.1221,13.4665,24.6789,19.764,5.62706,54.9721,6.04873,24.6928,13.4837,9.85087,26.4736,24.8842,3.40009,10.9395,10.9181,52.4543
2112,9.93556,7.63323,5.3369,18.9403,24.5798,15.9077,29.1154,17.287,7.37255,45.0629,4.46329,14.0867,17.6689,11.2216,27.8346,23.3285,8.3471,10.1652,26.9097,25.0222
2113,9.99669,36.8586,2.47258,10.9409,20.8671,16.2691,25.7029,20.0513,6.12295,4.46905,1.98477,26.2154,15.8563,11.703,5.69095,27.0417,6.72905,12.6032,44.9438,47.1609
2114,11.9138,8.34002,3.97731,13.3712,11.9853,12.7411,29.9503,15.6617,6.15619,57.3234,4.57547,25.1148,11.3908,14.7333,13.3294,26.6907,3.7393,9.07352,36.2629,40.3883
2115,8.29175,17.7801,2.01352,12.6179,21.0668,8.96312,28.4296,15.0507,8.18355,15.6256,20.5786,22.6449,12.1,13.203,33.3009,27.1711,2.68995,9.11353,10.3472,48.9198
2116,8.21797,25.3399,3.10101,16.9631,22.0813,30.146,27.3153,34.3393,7.90289,26.2763,12.8871,3.18887,11.9676,10.8131,31.9075,13.6872,2.96456,10.8047,4.05731,43.6017
2117,8.19993,23.9403,17.5215,13.5452,22.556,8.69173,21.0982,16.2929,5.57189,7.90787,3.62968,21.4591,12.173,12.8673,18.8464,6.45565,6.71208,6.61778,40.8154,51.5411
2118,9.85426,19.2534,3.7154,13.2728,21.8907,11.6123,25.923,14.0986,7.1772,4.49691,4.61604,13.0153,11.7976,15.0611,24.1427,24.5015,6.35383,5.0025,8.9732,46.4463
2119,11.5645,25.282,12.8461,19.0273,20.5371,20.5244,26.4452,29.2182,5.02285,32.7591,14.5415,12.5506,5.01156,14.7175,22.0126,26.0823,5.90695,3.31268,37.9258,57.4717
2120,9.02592,4.04268,14.0701,13.5744,22.2651,36.8504,22.8396,31.1027,6.7678,30.888,4.34824,19.4163,12.1676,14.2039,11.4772,4.77818,6.09442,8.61023,5.03241,50.719
2121,10.0694,29.7769,14.4891,24.5794,22.068,9.42118,31.9982,34.4985,7.39263,41.3453,20.659,19.1181,15.8939,14.1804,20.9689,15.1317,7.35013,9.49977,10.4129,43.4184
2122,9.46875,7.45931,13.1539,15.5142,24.3792,9.64272,23.9445,15.6063,5.4983,12.0042,7.06347,12.465,11.6629,15.9313,33.3909,7.26513,5.77656,7.07042,9.2914,41.2624
2123,11.5777,28.0824,6.68591,16.3475,21.9595,17.6633,24.6583,30.02,5.41184,23.2605,7.4784,24.4787,11.3682,10.6624,4.18224,20.4445,2.19155,10.7176,19.9306,49.2046
2124,11.5735,34.8386,4.32323,15.588,22.1916,16.7882,30.6279,26.2469,6.02247,26.7949,2.71341,13.781,18.3432,13.9279,9.93765,14.3621,8.41109,8.75617,44.7662,50.1798
2125,9.6675,3.15808,8.87388,14.7694,23.6574,9.61735,12.2504,31.0217,2.34448,20.7911,21.5089,5.1983,12.8028,12.6484,5.81032,9.42672,14.4036,10.3593,8.70957,58.3907
2126,9.20528,2.06448,8.26815,14.7201,40.1585,11.4314,32.3985,26.2036,8.15738,52.7169,13.3628,25.4181,11.6192,17.5755,33.7713,6.4599,7.6982,11.5846,28.062,44.614
2127,8.70506,36.9637,19.2086,29.5247,29.1213,8.71483,29.9272,27.2208,5.41696,22.3643,21.2184,23.7945,10.7951,10.8995,32.5646,17.3909,6.01686,10.3863,6.79107,28.1067
2128,11.8093,2.23574,1.81817,20.1104,23.1016,16.9511,31.41,14.8679,9.03172,21.0885,9.46187,30.0575,11.418,14.5921,15.2244,17.5792,4.01259,7.66922,45.2216,46.3988
2129,11.1423,36.1571,3.78891,15.8504,20.9983,20.4324,29.263,33.2724,8.63887,9.78338,7.43793,13.3164,12.8144,10.7827,6.7687,26.989,8.36325,10.1045,13.171,46.698
2130,12.2465,21.9058,18.4136,21.8372,17.2536,10.7584,27.3332,18.3514,4.43267,4.79904,4.79983,24.9335,20.1375,12.4806,5.0616,5.95642,5.40681,11.2638,16.3635,49.1373
2131,11.3482,23.1418,19.3544,20.2034,21.0624,16.9471,30.8319,12.894,4.80051,31.7506,18.3114,12.7014,12.9571,14.2897,24.4235,13.8002,5.72459,12.9301,6.7366,49.8462
2132,10.1639,3.17241,9.64035,17.0066,17.1756,16.2747,28.0998,25.1648,5.34723,12.5366,5.58594,26.4361,17.2217,11.6258,3.09201,10.0269,3.11964,10.1046,33.7428,56.1756
2133,16.6482,36.9573,13.5692,14.6995,13.9672,18.7196,6.34641,27.0325,5.59883,35.2744,11.846,29.2265,13.2246,14.4967,5.10831,20.2676,7.25847,9.33549,10.4938,48.5054
2134,8.4984,26.5238,3.82613,11.7566,24.0136,36.2911,27.9115,12.4676,6.91129,56.9715,19.6508,23.6827,13.6355,11.2672,4.51882,16.5411,5.50285,8.82034,3.40872,29.4978
2135,11.6192,35.3185,3.42009,15.2861,14.6053,15.203,13.6585,13.5415,6.33987,23.5174,11.828,31.0217,14.7088,11.451,5.51745,23.2815,3.86299,10.0926,8.05372,45.2412
2136,11.785,2.14204,7.25812,19.2379,22.1826,15.9865,22.1441,70.1773,6.4227,4.39199,16.4339,25.9829,18.9994,15.6929,17.2396,2.6403,9.85403,8.91441,22.349,56.0949
2137,9.90847,7.03999,2.144,24.0837,22.2021,20.5258,22.8391,79.2671,5.44615,52.6213,13.635,13.3534,12.1194,11.4227,8.38387,26.4251,6.01249,7.90511,41.481,65.4451
2138,8.3224,4.55585,3.92801,18.9982,34.3756,14.2322,28.484,20.9629,3.80371,56.7915,16.0076,25.9345,11.8417,14.365,23.4723,15.1785,3.7328,8.59409,39.0987,48.3999
2139,3.11508,28.5716,19.0726,19.0642,21.7322,20.7323,26.544,16.5898,8.31059,37.4005,18.999,24.4767,10.4204,11.5459,14.6731,8.5502,2.04741,11.2272,35.0795,45.6771
2140,8.09474,31.1376,2.78788,50.4172,20.8912,16.2448,28.6466,26.9946,5.64269,44.3594,21.6395,25.7762,12.9686,15.2689,31.7646,26.981,7.10095,9.2428,42.0064,50.1054
2141,9.13684,4.53855,14.8771,17.1445,21.0846,8.58296,25.7652,22.495,5.32345,25.2762,2.37942,25.9115,19.562,11.7053,5.43255,5.77096,2.36421,9.61765,9.18076,44.9476
2142,11.6319,34.1924,12.1152,8.47986,25.5615,19.5316,30.9246,20.483,21.992,55.2098,3.70397,15.5068,10.5604,10.9468,12.0977,6.10206,7.7649,8.71078,9.73685,54.86
2143,6.35747,18.127,1.63522,15.7001,23.6237,20.5205,33.0366,15.0937,5.83809,6.18028,4.09716,16.4934,13.352,11.6353,17.4751,2.71018,3.1536,7.22322,8.9056,47.3953
2144,12.0205,10.6658,13.6446,11.969,12.8609,17.4073,25.5656,32.256,6.60405,10.8664,4.22885,13.0641,30.399,15.417,4.40284,13.8569,6.70639,9.96995,3.64548,49.1961
2145,11.5014,32.6119,18.9376,33.7423,21.2432,11.7213,22.3248,22.7029,13.0349,4.50738,4.55691,12.2574,15.4513,16.0302,24.6486,26.5414,2.39892,9.14017,44.239,50.4013
2146,12.0644,5.54287,2.46157,16.3594,20.8992,18.0606,24.7994,16.342,5.34092,6.60365,15.3601,20.9,12.9215,11.519,33.2746,6.01869,6.66218,8.62774,42.6913,41.7312
2147,10.0665,8.65357,5.51022,12.1565,24.4063,9.50569,28.4349,14.8056,6.74729,19.6235,20.8776,18.318,11.7828,13.6091,16.8902,3.2266,7.65032,8.58646,10.6267,50.0639
2148,10.3608,2.40476,9.95984,11.0332,23.9526,15.3638,27.7163,35.9349,5.05479,8.52898,20.4872,29.3387,18.76,10.8276,25.3056,26.6872,3.39558,9.73393,5.90881,36.8161
2149,8.92486,14.9566,2.50356,18.1215,20.4731,12.9564,32.8136,74.5793,6.80068,35.2092,12.7949,21.3233,10.9769,12.6907,32.9982,4.00116,2.38932,11.0963,10.4611,44.4545
2150,8.10552,3.67666,4.41902,12.0329,52.2124,17.6836,21.9909,15.393,8.29044,40.8204,22.3458,25.4737,18.6766,14.7343,8.86654,6.06053,7.25789,9.80647,15.1771,48.4824
2151,8.73928,2.2834,15.22,11.5523,24.1484,20.0557,26.1154,12.4848,6.0095,21.5371,1.92105,28.1671,14.1051,14.454,32.4455,8.15144,5.00706,11.0926,3.29659,49.1302
2152,9.52062,6.64928,5.13426,19.6444,8.9154,8.66688,23.2486,12.7407,7.6264,49.616,20.1199,29.5078,11.8417,11.3397,6.76986,22.6508,4.35673,8.98994,11.4126,44.2825
2153,10.6159,12.688,19.0975,15.7801,20.8028,27.5294,32.2361,18.4346,6.34425,25.7971,7.71733,30.8191,10.5753,11.0932,10.524,19.6958,6.52162,6.26309,6.80457,41.4934
2154,9.12374,20.0635,7.68362,17.0989,24.6884,13.3754,20.4639,13.013,7.42039,19.948,17.8212,28.992,15.8664,11.261,3.87801,24.1504,3.04277,7.18276,19.8223,17.363
2155,10.4073,24.3327,2.59332,11.3426,22.4295,15.4264,29.5553,25.9288,3.00072,12.175,5.196,21.8754,21.6421,15.5057,28.8839,27.1044,3.64235,8.74803,4.52994,39.9102
2156,8.91196,26.8049,19.2529,11.7466,21.9502,11.0065,31.4343,12.2149,7.28203,40.2389,6.55137,25.7037,11.5379,24.7216,6.10325,26.733,2.0171,7.69321,7.37475,48.6906
2157,10.6226,28.6196,10.5809,14.2781,21.339,17.3009,26.8249,13.8348,11.6,57.0662,5.24594,23.7156,15.5942,15.2654,9.61078,8.94802,5.69423,10.2235,18.8145,30.1529
2158,11.3502,5.131,15.9126,19.0422,24.5667,10.3616,25.5327,14.8912,7.13314,46.2376,4.27554,30.4832,10.6026,15.2459,10.1932,7.60305,5.64344,10.2407,27.2468,58.4528
2159,1.34411,5.79488,16.1516,26.3784,22.0362,10.5024,32.5159,13.5055,10.4325,8.89731,6.17536,30.858,12.4512,14.4286,12.4616,25.4925,7.26619,6.44305,3.40948,41.641
2160,10.6785,25.5241,15.034,12.9461,14.0656,11.253,25.1964,35.0817,6.2885,5.82007,14.6384,22.594,19.3901,15.9892,33.9781,2.44939,6.78132,8.81763,4.94246,49.8682
2161,11.0041,16.4679,7.76032,23.5149,19.538,12.2026,25.4978,18.2258,5.3498,34.8602,2.33098,12.2266,12.5119,17.0653,25.9881,26.8283,2.91568,7.3008,9.50788,33.0434
2162,12.0183,31.585,3.46832,10.7541,24.2674,15.3566,30.0258,18.3631,5.34099,6.89758,22.5646,23.1422,14.7814,12.1944,4.58663,10.8293,10.577,10.2922,41.2577,50.7385
2163,12.0531,34.4515,15.1978,22.4155,18.3994,17.9284,27.566,15.0538,5.34918,13.8098,2.30997,29.4536,14.311,10.4177,6.77317,3.76834,3.17478,9.66059,21.3934,46.0351
2164,8.28938,11.9561,11.5946,16.0134,21.2289,13.6641,23.8314,26.0314,7.3709,20.8649,12.2636,23.192,13.5816,18.8617,17.8957,6.97386,11.5964,9.82631,43.8017,52.0478
2165,13.1848,36.368,7.3921,12.7161,28.6925,24.8028,22.302,23.101,7.3806,54.6807,15.7372,23.5101,14.0818,4.03539,22.5614,6.20274,2.87855,10.6259,5.5467,50.6163
2166,9.39759,6.35974,9.65792,11.183,22.9297,16.0792,25.3523,14.4967,14.6449,4.36364,5.75741,18.4599,16.5557,11.4999,5.26448,12.0946,5.99001,8.60279,10.0245,40.1514
2167,10.8003,35.5583,12.4211,20.3388,21.0134,11.2281,33.1768,26.7796,2.31292,56.1086,4.39612,25.2506,17.6316,10.6042,20.0291,7.38448,2.54917,12.4413,11.3526,51.6904
2168,11.7477,18.089,16.0773,12.2671,24.1465,8.62934,26.7091,18.3146,6.64401,16.3225,20.6308,26.0548,14.6837,10.6203,30.0935,19.3641,5.15297,11.5024,8.54266,44.1604
2169,7.88012,9.70588,1.71455,15.0208,22.3185,20.0486,24.3216,18.6557,4.81145,39.7507,3.95277,16.3971,15.1258,11.4718,7.83899,21.5954,2.12237,6.99387,14.5366,37.9596
2170,7.93953,29.1031,1.83534,12.1878,22.0322,8.46254,27.3376,12.4731,3.41349,26.5899,9.8801,24.2682,11.4996,7.50528,14.0075,5.58563,5.62714,6.95756,44.5195,46.115
2171,11.9826,32.9697,18.9287,20.3429,19.3065,8.38789,7.06517,20.2808,9.09404,5.21829,4.71624,23.5273,14.073,11.4723,28.0316,27.198,2.09968,8.80462,3.08488,51.7565
2172,8.07471,14.0236,1.87803,18.7749,24.1414,12.7961,29.5592,30.5087,3.25912,17.7793,7.17807,21.8846,13.5457,16.4277,4.93797,27.4204,4.41067,8.65898,11.0987,29.551
2173,9.9397,8.3723,19.1786,18.7188,22.078,8.79106,23.7877,14.119,7.24985,25.3411,4.66283,24.6424,12.4762,12.9249,12.4661,26.7373,3.53019,8.51097,41.1282,48.7503
2174,10.4745,20.8709,8.33319,13.782,20.7102,16.1082,30.017,15.3938,5.9244,38.457,15.3094,28.7456,17.8625,15.3012,31.3201,24.5619,2.14623,8.38353,42.7709,50.7627
2175,12.3648,37.6133,8.15642,22.336,22.2334,16.4253,24.4937,36.0693,5.39962,48.7298,14.7487,2.63379,12.792,6.49948,3.35939,11.8539,2.44183,9.65247,39.7308,43.5344
2176,11.9418,24.4863,17.1709,15.0187,20.6846,15.8967,22.1448,21.7611,6.52619,27.4065,3.84883,29.5497,17.9954,11.9194,7.52656,5.14814,4.18604,10.5538,10.7616,48.1325
2177,11.3593,16.1026,18.9401,20.4698,23.8456,19.8037,24.8541,18.3228,8.07942,24.9164,10.1521,28.4212,15.4678,14.6314,28.9268,22.4511,7.19119,4.11117,26.6798,56.3811
2178,8.67971,36.8785,4.3137,17.4277,43.7734,9.85813,27.2707,15.7081,6.05405,19.3884,2.39145,23.4711,17.0489,10.9428,30.5357,3.55,5.59315,4.79872,15.4058,49.6211
2179,8.59801,21.1164,2.16729,11.9119,17.5944,18.3053,25.7237,23.1571,9.04273,53.4778,4.37877,24.1205,16.2147,12.5654,13.5642,10.1362,2.21299,8.08558,8.92017,35.3371
2180,10.8537,33.9939,16.646,14.9916,15.545,14.696,28.9075,28.9732,5.50888,34.8841,3.44541,13.8162,16.1253,18.6921,8.35366,23.6976,7.11678,10.6267,44.3524,46.7205
2181,12.4106,9.16357,19.042,12.1636,21.1565,13.3123,26.0004,21.7409,7.3642,57.6806,19.4692,29.3543,11.2083,11.2497,27.1059,7.96529,5.61362,10.6884,12.1082,48.3745
2182,8.46156,8.69399,19.6489,11.8935,20.9356,17.4457,21.1796,15.2924,8.50596,31.1219,5.20596,30.7972,13.7267,13.9968,33.4982,23.6054,2.1653,11.9774,45.5754,54.579
2183,12.0914,16.6615,19.1768,16.005,23.7267,9.11101,24.3662,20.3338,6.67029,28.3556,3.36959,17.0119,28.6983,11.772,22.5182,26.6778,9.20513,8.55147,37.7467,49.4616
2184,9.44156,9.95132,5.30776,14.7388,23.8972,16.3808,23.3307,24.2967,6.03402,6.23722,17.1652,12.0744,12.5591,10.7903,6.01497,27.5348,2.28566,8.82009,5.37069,39.45
2185,8.66248,26.6336,13.0659,21.842,21.187,13.8018,20.1207,13.5502,7.22723,29.1774,20.7645,14.1519,18.088,10.3308,5.37594,25.8706,8.36948,10.045,44.894,51.6655
2186,8.72794,12.1594,16.6502,12.1431,24.0055,8.51528,28.8746,12.1599,5.44249,47.4785,17.3721,24.7141,13.6299,13.8147,11.017,27.2877,7.80977,10.5727,4.33043,45.2833
2187,11.3038,37.2824,18.1474,11.9385,24.8801,10.9549,18.9747,25.4019,5.29036,51.3442,2.26987,23.9702,16.3839,11.0866,30.535,19.0885,5.23656,8.57499,39.6528,53.2758
2188,8.14862,2.39519,7.28226,18.5938,20.7591,17.2906,30.6333,28.1557,1.33379,42.1483,14.3685,14.7624,16.1058,26.5686,12.575,20.9269,4.84717,4.05071,10.4699,54.606
2189,10.5785,3.45733,9.79139,18.241,23.5034,22.7162,17.9567,18.8606,4.37174,43.8864,3.926,24.3713,12.9214,15.7161,32.8059,7.89384,2.713,7.58561,8.50695,40.4463
2190,10.6927,5.70938,18.8897,6.41572,20.8553,16.1352,18.4253,12.8472,2.2941,4.60924,8.04431,22.5643,15.647,10.951,5.05081,8.83709,6.66978,9.47908,34.1293,49.826
2191,11.3675,4.93015,10.7582,14.7907,16.7636,15.742,31.3102,19.6715,4.99499,9.51505,17.6921,9.10575,14.9533,11.8901,20.9723,4.95435,5.6504,8.41738,4.92187,48.8877
2192,7.75153,22.1509,2.95484,17.4606,21.0699,19.3608,21.2255,17.4291,6.65377,12.9349,12.0652,16.7206,16.501,10.3546,3.28643,14.3141,5.57773,3.2174,4.45033,55.4488
2193,11.6005,33.0031,4.85567,19.2853,22.2521,8.27356,32.1952,14.5985,5.30883,57.2201,12.8287,11.9609,14.2976,10.6834,33.57,10.5599,12.4997,9.89835,22.2968,20.6166
2194,12.1096,11.2052,6.90433,17.1567,20.8439,15.7564,29.1343,23.1233,5.13092,32.7164,22.1529,22.0917,18.5947,11.0122,9.21501,3.64021,6.71039,6.8095,43.0479,46.2714
2195,11.048,35.6068,17.4423,10.9279,11.9915,8.66313,28.9353,27.7568,5.18004,18.612,4.84419,25.3311,11.3269,14.3872,33.6833,18.4724,5.46492,9.14112,24.5922,38.4119
2196,17.0629,19.9131,3.0523,11.9151,12.3808,17.2043,24.7895,15.985,11.2196,13.6768,4.65682,14.9615,15.5122,11.7747,29.3503,3.22842,5.61211,8.64222,5.98266,41.918
2197,8.35847,14.4318,18.314,16.6861,15.9739,17.0203,32.4838,22.3232,5.12082,10.2937,8.98486,24.9593,26.8805,14.2718,20.083,5.52612,5.9746,11.2419,8.57235,45.6641
2198,11.7439,2.04555,19.04,19.2771,17.8677,15.2908,29.3733,17.7786,6.93935,54.6283,2.36228,24.7591,14.9907,12.9424,14.8847,9.01607,6.47745,10.1579,32.0488,28.1594
2199,7.76911,29.9288,3.03356,15.5389,21.9034,15.3793,28.4944,22.3981,10.9943,14.5728,11.0551,28.3707,11.9306,13.1188,6.91656,2.81553,5.53454,19.1862,23.7039,47.9622
2200,10.341,31.6013,13.624,16.2911,16.6656,9.32463,18.041,26.3962,5.21928,21.2194,4.54584,25.2722,11.2983,11.5561,33.2217,15.8952,5.62369,8.46329,10.5749,53.6803
2201,8.17702,6.19919,2.4073,51.6357,22.0779,14.0608,22.1182,14.7937,7.60333,37.5143,3.40724,18.0864,16.9678,11.3915,33.3467,9.58945,2.02167,11.3349,7.20921,52.2338
2202,8.57944,36.4633,2.46159,17.2449,20.977,15.4697,23.3622,12.0556,6.77188,35.009,8.39746,30.8267,11.7883,14.3691,6.39281,19.6531,7.87788,11.4101,10.7646,33.5426
2203,7.9293,34.2682,18.6714,20.3696,29.5206,8.39773,28.1407,16.029,8.63458,17.266,4.6692,38.1945,11.0397,15.8229,4.84046,2.4845,3.24681,8.51188,24.579,47.5712
2204,9.69186,2.28548,2.78944,20.1648,21.6269,15.3248,21.8532,24.9455,6.44453,56.6341,16.8108,24.9248,13.048,11.5005,19.0341,26.0998,3.06415,9.10984,3.30662,49.0308
2205,11.5583,2.08095,14.0343,10.7173,23.4959,20.2602,25.2102,26.4798,8.33392,17.7896,14.6881,25.6561,10.938,11.2005,18.3491,12.8159,2.78053,11.7174,6.32595,49.1171
2206,2.66156,18.1628,19.0688,11.1834,38.62,14.1059,9.78496,19.1431,5.65452,6.26001,5.94022,23.7984,11.0912,13.9688,21.4332,27.3729,6.09896,8.29775,3.24042,53.2657
2207,11.226,4.15806,11.88,20.9604,14.6406,16.2741,20.9425,18.2793,8.15805,43.2716,15.3289,17.2921,10.3648,3.84299,25.1212,3.27823,3.78429,9.42354,22.7176,43.6086
2208,8.25851,17.864,17.8039,31.9535,15.2156,8.35966,22.1788,20.3446,8.20731,55.982,14.1017,29.1334,16.715,14.32,6.19632,2.43624,5.51759,8.12501,40.8318,37.9198
2209,9.72026,9.1946,8.81705,15.2732,20.7755,8.75511,17.7772,16.7761,3.38598,4.24224,4.94789,28.8639,20.2946,11.0604,25.3506,15.6293,5.95676,10.1882,43.7248,42.2301
2210,11.23,18.1733,9.04478,13.3211,14.0611,22.9173,28.7197,12.2448,7.34223,8.57042,20.9613,25.518,12.4479,10.0972,13.7281,26.4719,5.86462,7.18543,29.6073,48.7494
2211,10.0377,7.00946,13.7849,13.4469,21.4006,9.79353,30.7142,25.9835,2.63605,5.1978,4.52501,17.6336,20.5566,11.2984,25.6654,5.27695,7.04638,8.94024,8.38725,52.9642
2212,4.89054,25.6939,18.8471,10.7424,18.5991,14.4591,26.3122,30.8415,5.32548,9.48673,14.9232,20.0082,16.058,10.6452,29.4675,21.6474,5.55329,10.2525,29.6355,48.9108
2213,11.3589,14.6002,19.0149,15.8764,25.7348,8.57984,24.327,28.8708,5.48968,7.97992,16.4851,12.0551,11.2459,11.6536,16.1964,22.0234,3.72801,10.3388,44.5685,32.5286
2214,8.90883,16.9815,3.02044,15.6736,22.0658,21.488,6.95414,17.9536,4.16727,57.0051,7.5727,28.9957,16.7161,10.8914,8.91698,23.0674,9.77236,2.95948,17.7766,46.6643
2215,11.8094,4.3725,8.6513,14.0918,21.951,17.3029,29.5483,14.0479,6.70379,54.5081,20.1224,23.3998,9.42904,10.8483,29.4539,13.7298,7.3214,6.20215,9.26621,46.4591
2216,7.82295,23.2994,2.87731,13.9814,18.6507,20.0433,19.9577,24.7671,7.20572,43.7455,4.60904,22.9543,13.1575,13.061,26.165,16.5463,2.97459,10.1692,37.0697,43.0349
2217,11.4748,25.0689,19.5513,10.6629,18.5496,14.8364,23.1623,26.197,6.74322,36.5315,10.3798,26.3652,12.1368,11.47,33.6282,27.4958,5.62088,7.89646,9.68498,40.5796
2218,9.37348,2.64191,3.66066,16.3619,22.1,17.128,27.859,14.6645,7.64547,55.5942,6.1294,24.023,16.0583,11.8298,10.2446,8.54401,7.14046,8.4451,28.963,48.7997
2219,9.46427,26.8821,3.83855,10.9668,20.7726,8.09263,24.1046,61.8799,4.98234,46.388,5.15257,27.5414,11.9543,14.28,15.2611,14.3974,6.36863,11.4124,5.63947,48.4493
2220,8.47469,2.99802,17.1644,20.523,22.1891,17.3832,25.8467,11.9615,7.93699,23.4507,3.26327,24.5485,16.9159,14.373,4.87817,25.0736,4.29126,8.53636,28.3027,42.1711
2221,9.72857,11.6958,19.9124,21.3471,21.6681,8.97027,28.7364,21.8516,7.50406,53.7478,4.4645,30.6131,12.7926,13.8595,8.60644,5.90734,6.16752,9.71559,9.79127,32.2674
2222,8.4864,27.3209,20.2382,14.3093,16.5712,17.4034,25.4153,22.1041,7.57751,45.1068,6.27241,22.2576,10.4504,11.1019,31.9509,3.40904,2.47273,11.5117,7.99657,42.2375
2223,8.42708,37.5517,17.7462,20.2983,17.5861,18.0023,32.5131,30.796,5.98674,34.1196,18.8344,30.6734,18.4714,10.7127,5.46074,12.0906,3.14561,8.87739,16.6698,48.9386
2224,10.9902,5.36246,5.89395,14.7077,20.5283,14.06,30.9752,23.3358,7.07943,50.489,19.9739,24.5886,16.1804,10.585,4.39662,5.67752,8.25971,9.73798,26.8542,56.6233
2225,13.2653,4.35618,18.4618,12.2178,23.2385,17.6553,31.9996,15.1363,5.17581,28.9454,13.5569,23.2716,10.716,13.9572,9.98932,23.1893,2.62665,8.69277,9.0908,49.2099
2226,19.5562,34.4326,1.80862,11.3442,22.4591,12.2207,21.5863,34.759,7.38444,12.8813,14.4664,5.68481,11.3254,12.2355,4.79356,26.8548,2.24656,8.38951,8.99901,51.23
2227,12.6574,33.6227,15.9812,20.4435,23.1774,13.6863,29.1586,18.1332,8.40305,15.7812,2.85367,24.073,16.0088,10.498,31.8374,12.481,7.23727,10.9898,7.32322,39.006
2228,10.1562,22.8152,15.8727,20.1597,21.9032,15.6547,19.4982,11.9792,5.27609,54.5709,3.58476,29.5193,12.5756,10.3968,33.4229,2.61947,3.44902,10.0106,44.5679,49.8995
2229,13.5656,7.83188,1.99796,17.1197,20.4964,13.9524,26.1555,29.5146,7.41544,41.5199,22.4415,28.7408,14.6831,14.0257,10.5682,19.3081,7.75531,10.3817,9.87247,44.7077
2230,10.9394,13.0973,6.13052,17.2981,21.925,8.34764,26.5358,21.9667,5.14467,12.5499,4.68405,29.8658,17.6286,12.1493,3.55304,10.1458,5.56813,4.68986,9.78867,47.3306
2231,7.71464,10.3803,10.0427,17.5256,21.9768,14.1525,28.1805,35.9717,7.39046,53.1531,20.2785,28.7986,11.8601,10.7945,32.2962,3.12238,5.87846,10.2605,43.4913,46.7494
2232,12.3765,29.6883,11.2882,23.2093,20.0281,16.1465,28.1197,23.4623,6.96941,35.4461,14.1769,11.9283,19.1518,14.7547,11.4007,3.02121,2.0319,9.91575,30.7589,50.3688
2233,7.82702,19.0565,10.8061,15.2717,20.3605,8.10964,30.6857,11.9404,2.97875,57.5459,11.8364,25.0134,10.6589,10.1386,3.2933,24.9657,7.1216,9.15345,27.2622,48.7402
2234,14.1976,13.2943,18.7236,13.4408,12.4722,18.1376,22.8724,28.0186,8.54458,39.9517,20.3289,24.3229,11.3196,10.3709,9.89628,16.641,6.74096,9.34974,37.0425,50.5817
2235,11.4895,20.2687,5.79397,11.5439,20.963,18.7677,9.87374,18.5759,4.99597,21.8393,13.2999,20.96,11.3933,15.134,19.8549,17.5864,3.68924,3.06589,7.11809,48.5802
2236,9.64699,10.671,4.26843,16.8009,18.5861,15.3314,32.7384,16.944,5.07119,34.6548,3.68173,29.5292,14.8315,11.3399,6.23467,25.6847,7.99134,9.77298,5.9436,48.2437
2237,11.678,2.00736,2.15453,14.4059,19.4609,9.43843,29.8734,23.9114,9.61567,4.87601,5.34371,20.0516,11.4721,11.5719,5.90172,8.19733,7.77161,14.3364,10.1933,43.1089
2238,8.05716,7.49107,9.19659,15.8306,23.442,14.8917,30.0253,21.5322,5.13128,14.1395,13.7911,23.1739,15.3632,14.1082,33.4897,7.42411,8.24239,9.21614,25.0968,49.0234
2239,12.2474,3.25579,5.43393,19.6797,21.2695,7.93117,26.1971,12.492,7.07965,30.5663,9.37736,30.8072,11.1763,14.3128,10.4981,3.92552,6.77376,10.9307,22.2518,43.7744
2240,12.0453,11.0401,5.03611,13.2463,23.0121,22.5909,27.0798,13.9496,6.70378,17.7572,18.2527,28.5135,11.1433,14.4697,27.9222,2.92823,4.45392,8.59547,3.80984,49.8077
2241,11.235,37.3304,5.49478,13.9021,21.9174,13.4664,31.92,25.6997,4.5754,49.686,5.0991,21.527,11.4014,11.1916,7.27623,4.09867,3.62145,8.9158,9.74531,36.955
2242,7.76954,34.7919,12.4921,12.8929,27.0902,46.9248,31.5427,36.4656,7.47481,37.2431,20.4097,28.0893,18.9115,11.1846,22.7713,4.91484,2.46918,8.12514,35.816,41.5832
2243,7.71211,22.7319,15.185,11.6581,21.7648,19.2314,18.2666,12.5389,6.79335,57.968,12.0086,8.7734,17.578,12.373,27.2237,18.8058,2.89201,8.91458,35.8818,36.6716
2244,10.7001,18.1053,6.64944,24.0976,21.6876,20.6461,21.9097,12.8865,6.13345,10.1787,4.64943,22.1569,15.1898,10.9251,14.9692,15.3403,5.62736,8.54282,6.22737,43.1482
2245,9.93531,6.06688,3.37807,13.3866,22.0758,8.29459,22.0349,11.7782,8.67558,4.12942,12.4628,22.4794,11.4549,11.786,10.9043,9.63341,2.27565,9.30544,12.146,49.5758
2246,9.24243,6.61329,14.4434,5.21592,17.4845,11.0472,27.8998,30.7168,5.67082,32.501,21.2163,30.5903,12.141,10.09,4.84215,3.72382,6.77342,12.1891,43.4596,32.4178
