NodeNo.,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
8290,5.14745,6.131,6.70889,13.8501,15.7256,7.94289,4.14518,7.70179,8.61006,31.4293,22.9282,8.18488,12.3864,11.2563,25.3964,5.79909,7.77865,4.88302,12.079,5.87707
8291,5.22937,11.5699,17.7355,14.7026,10.3979,14.838,11.0795,15.8821,6.43671,38.0603,29.3975,8.94486,13.6701,9.11649,17.3201,22.4481,10.8792,4.9834,45.0536,22.3114
8292,2.92237,16.5451,7.85629,6.80487,6.88288,6.26331,14.7008,18.1166,8.14968,31.2334,11.5328,11.3396,5.9778,6.16684,9.02654,26.1398,9.56032,5.83065,13.3146,22.5612
8293,6.29939,10.0718,5.93039,10.5705,13.4432,15.2776,11.2982,4.12112,8.64481,26.4406,28.5672,17.056,12.4782,2.09076,18.2508,8.88771,6.81039,4.17007,15.7625,5.99048
8294,9.90307,6.24983,10.4685,5.50276,7.54886,5.62454,9.24079,12.8811,4.80543,30.336,25.3605,15.3055,6.7499,10.8807,3.64002,24.8079,6.55319,7.02967,12.6676,23.3103
8295,9.41558,22.0942,4.07629,14.1559,1.72017,6.15621,7.54052,1.81978,8.63777,39.7819,15.4314,9.96647,11.9521,12.0843,39.9868,27.2747,10.3299,7.50311,10.4525,28.681
8296,8.89507,18.9984,14.0401,9.29284,10.6139,10.8873,8.49744,12.8316,3.85808,23.8759,15.799,10.8345,7.03831,0.757678,42.5088,27.516,10.3344,4.7576,7.68394,20.9344
8297,8.8738,17.5724,20.9389,10.1527,3.53203,12.0333,9.46961,20.173,5.56981,24.6528,27.1477,6.39111,7.27745,5.82484,46.0335,24.7084,10.4451,7.47686,23.98,19.1387
8298,9.00798,22.2982,9.03531,9.50021,11.3769,6.11899,8.11921,19.669,6.52527,28.7817,9.937,10.6587,12.6537,6.07565,39.7212,4.5843,11.5732,4.64579,10.5697,21.7066
8299,6.02304,6.37571,22.8572,12.9208,15.3574,12.9587,10.1358,12.6797,7.21802,13.9634,27.5112,15.6065,4.28285,7.00669,6.3099,7.98238,8.30483,6.4888,66.7776,21.9478
8300,6.79723,17.0225,3.47216,10.1425,8.30094,6.63247,7.23937,17.4041,4.40636,36.7366,25.5009,19.3161,9.8654,6.52834,44.0842,14.8268,7.94457,5.32806,58.0953,22.6402
8301,5.33099,17.0708,4.58681,7.02063,11.202,9.38098,13.1585,18.8069,5.1555,29.5118,9.564,11.3963,9.57359,10.9981,7.05432,5.96213,11.0894,5.08049,13.871,22.1626
8302,5.19229,3.15686,6.8448,14.4718,9.73565,8.56295,4.99966,18.1067,6.07462,28.4301,9.65078,8.2839,13.4063,7.51288,44.2975,5.99693,6.75992,8.03802,21.4917,6.66125
8303,6.78198,19.3338,7.15923,6.12433,6.26225,6.51206,3.16845,12.0651,5.62168,29.002,17.2038,6.26807,7.69686,9.74823,11.1598,27.139,4.85029,7.47641,64.3668,25.6106
8304,9.8672,22.4701,9.98869,3.97901,6.44496,6.49955,14.7548,15.4939,5.49274,36.5561,11.4969,20.0029,14.2536,10.4535,46.1433,27.0818,3.7379,6.85438,39.0388,11.5706
8305,10.106,5.87831,22.8731,7.1074,15.7002,10.4507,7.79501,17.892,1.56347,11.749,9.01581,4.96177,9.98981,12.3158,8.80912,23.0917,4.06018,7.83301,18.4493,26.0064
8306,5.43179,18.0101,20.2824,9.73971,9.97918,14.8413,11.5436,14.3679,2.64994,37.3314,24.7796,7.78632,6.08556,6.76491,3.42804,18.6365,10.9416,5.85791,40.3799,16.5492
8307,8.29096,18.5681,7.07286,6.97012,3.52019,12.9763,8.67771,7.84368,5.57492,9.26564,10.0712,10.4085,7.05324,10.344,5.94521,17.1326,11.5719,6.76552,10.3989,24.3536
8308,6.66059,18.0387,22.4517,10.3371,15.0868,5.95584,12.6681,7.82798,6.63396,36.9462,26.0983,15.71,9.95704,11.0262,16.6367,20.0915,12.5207,5.05789,53.6422,14.1071
8309,9.75429,14.0101,16.3127,11.9325,15.8216,13.8565,11.3374,13.4943,6.68798,13.4046,9.20547,19.4738,12.1011,10.2485,6.12632,25.8119,6.43388,5.28579,12.0782,10.2011
8310,9.37425,20.5497,20.0217,7.212,12.5806,11.339,11.0517,6.4255,8.06067,11.6855,16.3916,15.6644,13.7483,7.64128,19.7513,15.7701,5.55134,3.71742,69.5992,17.914
8311,9.64253,22.134,19.5793,4.68099,12.3944,15.9795,14.3037,11.4842,9.68366,14.5984,24.8981,5.1216,12.1388,9.9992,6.91445,6.18741,10.8691,4.95496,40.3324,23.6971
8312,7.57094,20.4797,10.4717,5.96207,6.28106,8.40391,11.223,16.0291,5.82886,33.2915,16.4585,8.72469,7.45639,7.19595,12.5845,3.59674,12.5389,6.26762,47.052,24.1037
8313,9.07147,22.3833,21.5702,7.92226,3.78075,16.1298,11.7782,15.3584,4.54605,23.2167,11.1069,8.65651,13.9195,9.87736,6.85678,10.0835,11.3673,8.03778,56.4346,18.4456
8314,5.53764,14.22,21.9985,14.8558,8.53604,6.51773,11.4727,11.2721,4.88233,25.955,13.885,15.5931,12.9869,11.566,40.6089,26.9966,10.603,6.64495,11.6672,22.3242
8315,5.5844,9.27928,15.1141,9.89754,3.44195,6.42628,10.8521,13.8119,4.826,30.5252,11.236,13.665,13.9635,10.4839,45.7843,27.4665,7.16948,7.1881,12.1261,4.96882
8316,8.63363,18.7781,21.3132,9.3796,8.17379,10.5525,16.0467,11.3667,4.35257,25.1591,13.3377,17.4228,8.97486,5.97604,3.45532,16.8984,12.1657,7.578,12.973,13.0964
8317,9.0877,4.06796,4.8483,13.9139,10.4644,12.6412,10.9931,12.7347,3.96405,25.6916,5.62414,5.24634,10.0557,2.35686,34.019,14.9486,5.11874,4.3178,26.1795,7.30707
8318,7.29885,5.4847,5.85711,14.8181,7.59318,10.435,10.9383,18.911,6.97692,10.1661,19.2091,9.83873,10.0515,11.2051,8.95718,6.20056,6.15711,4.94779,31.26,10.6422
8319,9.65469,21.0926,7.14667,1.19308,10.8903,6.25703,5.31109,19.8958,8.50049,19.2013,26.7803,8.36862,8.90617,10.2028,5.79102,19.8443,8.2508,3.6265,8.42206,25.6832
8320,9.58796,19.7776,22.1802,5.673,7.16485,7.15904,6.76562,11.9599,5.06518,34.7296,10.3458,7.82692,14.0531,11.0085,6.21252,24.3069,11.2096,7.01099,34.1385,8.21945
8321,8.84947,12.872,5.61679,9.79982,8.15336,8.47285,7.8578,14.5633,4.50334,31.8994,21.1875,20.4307,9.05895,11.9987,36.5761,7.67133,11.3523,7.63009,6.2889,5.63842
8322,8.64833,19.4982,5.87565,13.9453,7.54805,15.3654,12.2505,12.3594,7.42721,31.1654,8.38567,5.5792,7.31593,10.3052,37.5826,6.21374,7.84793,4.71113,66.8159,7.92313
8323,9.75397,17.4712,12.0113,7.86149,16.1134,11.0924,4.66966,16.5507,6.40175,14.8072,8.17384,3.59531,10.1837,8.0309,15.5173,11.1431,12.7923,7.2168,33.0121,16.918
8324,8.54189,6.54986,20.1714,10.0575,10.5516,10.1961,5.8371,13.2017,8.44687,35.3446,27.9415,16.0676,8.55112,7.36985,3.11841,27.4147,11.9332,4.82089,61.8016,10.4825
8325,8.98007,18.4576,18.2764,7.05947,4.38361,11.0048,5.48563,11.8627,8.49234,11.0614,5.32257,20.2546,1.08013,10.1548,6.48979,8.96132,8.16297,4.80747,17.0537,19.3223
8326,5.85103,2.83035,20.9283,7.8327,8.44855,5.186,14.3936,20.177,6.18972,30.115,19.9847,4.89264,7.20884,7.44352,43.9577,9.07989,6.82024,6.66342,37.2636,23.8628
8327,4.4584,10.2741,6.93682,12.8548,3.64668,15.9843,15.8441,17.7107,4.40206,35.1849,11.3676,8.39168,11.8228,10.2408,3.34841,25.9342,11.371,6.52882,74.0449,14.9006
8328,5.47868,6.60165,6.04503,7.16129,9.69298,13.5697,16.0162,15.0651,8.01857,34.2556,8.48601,15.5123,4.60483,12.2408,39.2544,4.68361,5.82408,6.56616,29.4861,28.7343
8329,10.1526,7.78502,24.4382,7.35659,7.30991,6.92122,6.05753,14.1597,7.2701,34.6938,14.4183,15.7153,6.87384,10.6718,27.9672,8.72304,10.8218,3.86072,5.22454,20.3783
8330,9.77161,10.5672,4.39784,9.18087,10.6648,11.0884,15.8167,19.6945,5.36991,31.9217,28.4873,6.10715,7.67894,11.028,8.6116,7.19417,6.0682,7.08472,26.7478,11.3771
8331,9.0197,21.5583,13.0145,8.13177,4.06234,7.32479,11.6692,15.9856,6.32038,29.9682,29.3145,19.7816,2.09105,10.2557,47.3215,13.2009,6.73872,5.01986,6.88025,27.2779
8332,9.13412,18.0541,10.0892,14.8015,5.14927,10.7428,2.79453,14.579,5.49108,19.133,17.2272,20.1831,10.4943,11.4324,44.9797,11.3914,11.3386,4.68084,59.081,20.2049
8333,1.78238,13.6008,12.512,6.54148,9.02899,16.3659,15.5321,13.2855,5.25941,35.7289,25.661,29.7718,9.04997,3.65191,4.22593,22.1213,10.6118,4.74692,19.2342,12.6727
8334,0.854479,19.5422,6.35583,5.79786,11.1178,7.89877,9.91533,15.7674,4.21166,38.7376,18.4772,19.3521,9.17126,11.105,10.2985,25.139,10.4747,7.63504,27.6685,30.4327
8335,5.12445,21.3972,22.1817,7.20104,10.3646,6.38994,9.33903,11.1799,5.66074,24.1034,30.0181,18.8128,10.9629,11.4389,23.2752,5.85842,12.7818,7.1471,13.8704,29.9225
8336,9.98299,19.4582,24.8946,5.41389,3.93936,15.7376,7.12681,13.3406,6.00949,38.8163,6.12278,10.638,7.00959,11.3204,5.86962,26.6266,6.7902,5.28515,43.4813,15.7226
8337,10.2081,17.8138,22.7901,6.92146,11.1118,2.75927,8.77773,15.5017,4.80661,10.6897,28.5303,19.2976,10.2417,11.5209,6.46497,22.6884,6.74616,7.3024,22.4616,10.7812
8338,6.20597,1.68796,23.9415,14.6031,10.9228,16.2846,12.1188,5.91303,5.30724,8.59578,4.19523,18.1032,7.955,12.2523,14.5355,10.7728,11.4761,3.60214,6.64488,21.9559
8339,10.3496,18.3586,11.1903,8.85771,7.82306,12.7488,15.9794,2.09996,5.32069,10.2903,9.26142,4.86266,3.98997,10.7267,35.0158,24.7309,5.26587,3.89215,9.13122,15.1642
8340,9.71672,15.1563,18.483,6.32759,8.35525,16.184,12.2027,7.81799,6.99585,10.6943,11.5835,1.29571,10.1552,12.1836,42.1168,1.5685,5.70575,2.14103,54.0193,7.59937
8341,5.59117,20.24,8.72821,8.29907,5.58764,14.4449,8.83105,15.4172,7.9896,10.8808,23.8721,5.91723,14.1941,11.0965,22.0877,27.9449,11.3282,7.83721,4.87023,20.2468
8342,7.99082,20.583,7.70974,6.21628,9.97407,13.7685,15.9891,15.7582,3.91619,12.8975,23.2394,8.75247,7.03305,6.28153,41.5502,5.409,9.68155,3.85185,22.4074,30.1895
8343,9.94575,19.3977,5.8043,14.2089,2.14282,8.2506,11.4077,15.8892,5.09517,10.1716,9.58016,6.83836,7.21652,6.25881,9.30503,16.2183,11.4524,4.34985,20.5119,29.1743
8344,8.14293,10.5518,23.0433,9.06759,14.2651,12.1541,11.1203,11.9251,3.92291,13.3502,18.5022,12.3863,7.32972,12.5838,29.374,2.57973,10.8899,5.08306,10.832,23.7232
8345,8.67375,13.502,23.3549,6.18639,8.46627,6.64334,4.41683,5.38656,8.8043,14.2167,9.0522,11.5126,12.336,10.8426,39.2103,25.2576,11.3874,6.07476,54.6024,12.6706
8346,5.67062,17.8983,2.07417,5.42309,16.5059,12.804,11.3663,7.57757,8.82327,39.8049,26.4522,19.9421,12.2815,6.39324,7.18737,18.8211,11.238,7.12067,45.6844,20.146
8347,5.16763,5.4957,24.9675,3.20684,11.5821,13.5767,10.8901,20.1704,5.02441,35.3434,21.2523,20.8733,13.8884,10.0944,6.62967,2.15445,11.084,8.4829,69.9592,29.6238
8348,5.47471,19.0982,18.1576,14.6727,13.3054,7.23857,13.4747,20.8187,5.95359,11.2269,7.44134,10.7313,6.35913,5.30301,5.27862,5.93962,9.69094,6.14926,21.6522,14.3743
8349,9.85122,8.41842,14.8942,6.57694,6.10215,10.0703,12.2969,12.4855,5.44001,15.7214,9.04873,6.31592,8.99289,8.73129,34.7241,14.3013,10.3368,4.40577,61.0696,14.4593
8350,5.67898,19.6951,13.8868,9.95913,11.1789,6.13094,12.2645,13.0552,6.61867,10.2706,23.4558,2.76674,8.93602,11.8278,30.7786,27.0708,10.9847,5.08592,11.3713,18.0587
8351,7.35229,16.0789,6.04898,11.8883,13.6874,15.9517,12.9405,17.9361,8.59394,27.2357,29.5476,5.78795,12.8288,9.94587,5.0421,14.0366,12.5346,3.20593,10.0283,13.872
8352,6.44567,13.2493,7.01089,10.9195,11.1608,7.51985,4.4787,16.0649,6.73747,37.8679,20.0737,10.4691,8.18636,9.67529,18.406,25.5836,12.2772,3.59378,9.17317,25.4162
8353,8.88108,21.1503,24.8492,8.17936,11.2318,2.42404,5.46924,15.732,5.63654,10.5023,5.33758,12.8491,3.58606,9.66969,31.9772,6.27236,5.48706,8.17211,36.0321,6.5035
8354,4.13254,19.4947,7.25238,9.68424,10.8968,12.7854,14.4872,21.4557,8.12423,7.504,8.0216,8.40885,12.9547,9.29954,20.7393,28.014,11.7377,6.1559,15.4823,12.2949
8355,9.6605,17.096,11.7385,7.39364,11.2859,13.447,6.03288,12.5672,6.07106,26.5337,14.2868,11.3066,10.8624,11.6666,12.3207,5.2945,8.26082,3.57746,13.0775,18.387
8356,10.0115,16.6403,17.4741,9.46683,8.55219,15.6716,6.58989,12.9706,6.0102,33.3979,19.0536,6.09995,10.3063,4.25484,3.16322,5.01469,12.4954,7.10757,50.6914,22.5918
8357,10.0632,15.1788,23.2642,12.7086,8.72898,11.3081,8.6535,13.6327,5.66138,26.1227,11.9868,16.2646,11.0832,8.85151,8.10945,27.3559,6.65105,6.59532,18.5778,16.5501
8358,9.40662,18.9053,24.5689,11.1107,12.8883,2.27214,6.43633,13.5715,6.21452,40.2417,27.2552,14.2944,12.9616,10.2285,7.67665,6.02004,11.3262,5.54194,9.98592,23.0039
8359,5.68091,19.9148,15.3047,9.73542,3.6994,5.58333,11.5932,19.1422,3.84683,28.5475,12.5521,8.67494,7.16382,10.43,27.4914,6.30298,6.83699,5.26271,74.9953,26.76
8360,10.0623,5.85387,6.44348,13.7787,6.03185,8.46363,5.12412,20.2088,9.25955,9.99507,8.79666,7.65675,14.7555,10.2523,6.24495,9.9186,11.7632,7.20056,72.2528,29.6903
8361,5.6259,19.7813,7.36149,4.95223,16.4597,10.8781,7.58644,16.3749,4.3594,39.5488,14.7183,10.6771,12.9394,10.9881,46.1163,23.2824,11.4268,8.11728,12.547,4.91681
8362,9.5992,6.70712,8.2169,6.95135,10.9383,5.22653,10.634,7.31508,4.19773,30.6032,8.6631,4.39604,13.6943,10.9096,30.3858,5.81621,11.4223,4.76862,9.63231,21.4181
8363,5.85588,20.6342,6.31714,9.99784,16.8439,11.5846,10.8016,16.3191,6.37351,32.942,14.3375,11.3747,9.88874,11.1959,32.2182,21.1003,11.4373,5.49084,16.8645,9.0998
8364,8.02652,23.0861,6.70584,8.71468,10.5001,4.48083,12.049,17.0407,6.73578,11.5225,8.36574,11.3596,14.8503,8.79469,45.937,10.6573,7.89366,5.94242,31.4785,16.2808
8365,8.76722,6.77863,10.4024,13.8758,4.27653,13.0218,11.2152,15.6861,8.67546,21.2977,17.7522,10.4796,14.4938,10.8106,11.3386,21.6239,11.5947,3.74024,52.6184,18.5536
8366,8.25595,16.7526,7.24543,10.3743,11.8363,11.0055,10.9765,15.802,5.48325,10.1586,11.172,10.436,2.09994,11.1932,41.8613,25.8827,10.5174,6.81684,55.6053,22.1049
8367,9.22207,20.7807,6.25245,10.3513,8.80956,8.93024,11.3896,2.95134,0.966783,18.3901,8.2143,13.9019,11.7287,9.00277,25.1296,19.5453,9.24752,3.7751,15.4488,18.9927
8368,5.1909,19.7142,7.62756,9.81219,7.79128,7.56733,14.1007,16.4192,3.7922,31.522,25.6541,15.7971,7.57778,10.2124,5.41097,6.06564,5.56946,6.16575,66.6036,17.4778
8369,4.8882,20.1179,11.4297,10.0173,8.26167,13.8175,9.31091,7.83752,6.05596,9.99521,22.7417,4.27592,13.113,5.65714,44.6838,12.5461,10.3446,6.44356,72.9146,19.479
8370,9.9925,22.7079,22.6575,8.53807,8.97821,11.1266,3.95901,13.2803,8.52772,5.15136,10.5032,4.62989,8.80601,10.4926,6.8223,14.8366,10.2028,7.10042,29.5173,6.97247
8371,2.00701,19.8041,10.1444,15.0676,13.6951,6.20029,6.95948,15.7505,3.87193,35.2192,13.0347,11.3787,8.08868,1.44071,39.015,26.8422,6.79995,7.03153,17.8448,29.0682
8372,10.1295,18.9705,7.14608,6.70177,8.50425,6.2324,12.7723,15.9978,5.1194,10.3747,22.1132,12.5397,11.4444,8.23377,9.4968,14.2497,11.2883,3.63582,43.2071,7.80433
8373,8.47684,21.2268,17.8123,10.1521,7.91586,13.0692,7.07919,5.30892,4.6572,27.0219,15.0456,10.4026,13.9805,10.7759,17.4499,24.5108,12.0444,4.99041,11.537,15.7593
8374,7.41217,19.6836,23.9135,5.67845,11.0135,10.3059,16.4154,12.5991,6.36039,27.5393,11.2905,18.3873,7.33398,7.61265,14.3282,11.1844,11.6195,7.0162,12.0597,8.20205
8375,7.85675,12.5261,6.94567,11.8144,11.2144,5.20287,11.157,12.0184,5.50733,39.303,8.20806,6.76451,10.136,11.2381,36.2732,27.4447,6.80853,6.20699,56.9286,6.55254
8376,9.13033,13.0913,7.35726,11.0347,7.52789,5.7381,12.1714,10.1033,6.5968,18.1446,13.0208,8.81983,13.6082,12.577,25.1186,27.7059,8.59405,8.40963,34.0605,19.7762
8377,9.65614,6.59899,24.8034,9.48852,4.96562,5.39369,9.80299,15.1598,6.80895,22.133,5.25246,10.4257,7.83669,8.10567,36.5468,25.3573,11.4753,5.8603,29.4345,5.18763
8378,6.20525,22.2275,5.49805,14.4185,15.8593,15.4348,7.90285,5.71227,3.26426,37.1466,14.7423,5.87522,10.0519,8.77752,34.613,9.46516,9.96502,5.14888,7.34163,23.8623
8379,10.0903,18.491,19.3139,9.81237,10.8977,10.0281,10.2663,18.1895,3.99334,21.7836,6.69835,10.0131,7.01891,9.02496,9.49394,23.4337,12.6487,8.14814,20.3361,23.0439
8380,8.47452,6.1798,10.9472,5.52099,6.18411,13.1415,10.4482,15.6087,8.45267,14.0969,20.8387,2.93218,10.125,7.3085,12.1246,27.6019,5.58773,6.97971,48.474,22.6057
8381,5.69374,5.00874,14.7164,10.3893,10.9699,14.2736,14.8759,8.70472,2.92921,36.9033,12.4703,6.87818,9.59456,8.88182,47.524,22.0833,7.35217,7.96183,33.7177,30.3489
8382,4.48299,10.0974,15.8678,10.16,5.27655,6.46167,3.58105,12.3764,4.9534,37.7737,11.7405,7.68695,10.0492,9.41469,38.5931,26.0179,10.9268,6.37431,50.1296,20.5507
8383,9.36873,16.712,15.8397,7.85729,15.295,5.58788,4.1914,1.93115,6.3122,28.8838,26.0176,11.156,11.5101,6.78583,47.8233,7.24797,2.86442,5.00978,66.1208,21.534
8384,9.70506,17.4517,24.1872,10.4163,11.3645,16.381,11.7244,13.9944,6.57177,19.9345,25.7833,7.7932,14.0771,6.51288,30.0371,4.01382,12.235,6.80428,11.58,4.95994
8385,7.93968,17.9268,2.53831,9.66977,6.64586,11.9118,6.11751,14.5651,7.6562,28.49,22.1846,8.54497,7.77905,10.988,6.43123,26.7797,11.39,5.28815,16.2928,9.47012
8386,7.24047,15.6835,20.5091,8.50387,1.23947,10.4954,10.6183,7.22427,6.43519,33.5765,17.7259,4.23583,4.83659,3.56246,40.7869,3.94215,11.4286,7.14212,70.2436,4.91061
8387,10.044,19.3407,4.20771,14.1762,8.68736,5.7258,13.8844,21.4359,4.7535,29.4103,28.7698,11.4126,9.8141,10.8267,13.6606,23.3977,6.89957,6.86397,15.4847,24.3032
8388,8.95787,19.7535,10.6913,8.17714,16.9334,6.57206,11.0338,19.2661,4.59211,24.0853,13.9414,11.9045,11.7547,7.30042,27.5934,14.1651,8.32886,6.11519,10.3949,17.5189
8389,5.45923,4.68006,23.1168,2.7645,8.93897,15.3506,6.85844,16.18,6.02994,22.1701,28.0304,4.94422,14.2639,10.1402,17.3196,28.0748,6.23809,6.37579,12.5689,12.1092
8390,5.61163,6.11541,8.82709,10.3601,16.3652,9.52984,7.82297,20.4077,4.68737,34.4839,19.6836,22.0603,12.6332,10.1726,44.3889,12.3115,11.458,6.98972,25.529,7.82173
8391,10.1714,2.12972,20.4286,10.7799,14.6298,8.68607,11.2622,2.79108,5.72491,17.4099,11.0789,20.6004,7.59829,10.7431,6.88777,28.1167,9.66552,6.36625,11.9866,24.6708
8392,10.0537,5.36447,5.87237,5.44446,11.3527,5.97936,6.2126,14.27,8.29861,38.516,26.4597,10.4953,7.14933,11.8585,3.16335,6.15998,6.82081,5.02389,64.2492,11.3602
8393,8.70827,22.6486,10.8765,12.369,4.71638,13.9161,7.05935,20.1015,6.19433,28.2616,9.8587,17.4228,6.24886,10.6278,6.27694,2.71286,2.97375,3.7532,64.094,15.9431
8394,10.1289,6.70466,21.7521,9.59502,3.61284,11.6152,11.9553,15.7937,5.75577,17.7718,21.4777,8.45812,7.95273,3.91495,30.5879,18.5515,11.3797,4.59956,12.1624,21.0276
8395,6.9801,16.1896,22.6367,12.7745,3.96791,13.8502,3.96337,15.3773,8.28793,37.8296,11.6677,7.16619,7.91707,9.36395,45.5072,20.4693,11.5253,6.79321,10.0492,20.2896
8396,10.2681,20.3875,7.0691,14.0149,11.678,7.86169,15.8871,17.6474,6.93184,38.1133,25.3905,10.4362,8.95212,10.7369,33.6257,25.742,10.5992,5.04409,20.1911,10.5939
8397,8.70579,18.5835,16.791,14.7484,11.377,17.0786,14.2798,20.7678,7.33176,26.2017,20.282,20.3068,8.47085,12.1968,43.6589,24.5528,6.14488,7.00104,10.7973,20.5952
8398,3.32918,21.3308,19.4048,6.89318,8.60142,9.20467,7.29425,21.2647,8.86321,36.7398,24.4139,7.35158,1.97004,9.66781,8.60273,13.0383,12.7048,8.42319,24.2424,23.1902
8399,9.34659,19.3548,6.6857,11.4813,5.80686,12.1429,11.8892,2.32622,5.04001,33.3281,27.7785,9.3161,8.44337,12.6574,7.2856,6.29871,5.46246,6.13353,11.4351,14.7589
8400,5.30055,6.34139,12.7117,6.92081,7.23978,14.1841,7.19755,15.6622,5.72801,33.5813,15.6385,8.8099,13.1825,7.05328,42.1645,22.9332,11.1744,6.51997,59.6285,15.0513
8401,10.1756,21.7453,7.04108,14.2566,11.3581,11.5723,6.48118,6.67885,4.61207,30.5043,23.1501,18.4387,14.1825,10.267,41.6121,17.0403,9.71983,6.53767,5.63623,18.9376
8402,8.09173,20.0196,12.183,10.7308,11.5884,11.0526,7.53797,7.73736,7.34463,10.0497,24.4859,8.48544,7.2483,11.2793,21.5706,17.9559,9.89806,5.42092,31.9275,21.0543
8403,2.47015,21.9325,23.2203,10.3747,15.614,9.25072,10.6237,7.25772,8.51134,24.7975,27.7205,7.66161,12.5206,10.6299,22.8744,6.07569,10.7603,4.02302,15.8762,8.00448
8404,8.692,6.4984,20.7444,9.93067,12.2783,12.6258,5.77118,15.5618,5.78096,37.0385,12.8751,10.6062,7.93007,4.43929,5.55591,18.7836,11.1026,6.62152,38.8478,29.0393
8405,9.79865,11.5457,7.76428,7.22312,8.39276,10.0722,6.24275,16.7488,8.02658,29.4251,17.1547,7.16014,1.60741,10.0055,14.7237,27.8584,11.6329,6.52773,68.1199,20.8646
8406,9.86124,6.85029,12.2155,8.54168,7.45656,15.4175,11.1875,12.0201,7.57001,29.7201,8.6426,12.57,10.3799,6.53185,37.3375,16.2394,9.88017,7.71526,13.5852,18.6099
8407,9.36714,18.7714,11.1243,6.12864,14.8111,11.9953,5.83933,12.8921,8.33066,3.00849,8.38472,10.8939,9.19017,8.12894,5.26926,25.8648,9.2692,5.74976,36.7333,17.161
8408,10.0809,3.41398,9.66427,8.10642,9.91463,11.3036,11.7199,18.6171,5.7713,17.6669,9.4908,20.6357,8.96899,6.65528,16.02,26.3278,11.3893,8.00815,47.6053,12.1547
8409,5.14737,3.95367,18.8171,14.2607,14.9714,8.69732,4.21343,17.2729,7.50278,23.5087,8.75867,10.0002,5.91726,12.6136,4.79668,29.3658,13.5125,5.86262,19.5383,14.8616
8410,5.76748,4.89838,10.9547,6.16491,11.9286,15.2994,7.25903,15.546,5.75609,22.8878,9.59146,4.40158,5.27495,9.31653,34.212,28.5343,10.6698,6.51064,18.947,15.0317
8411,7.39968,19.8204,24.4815,2.80216,15.9922,13.9149,9.21318,15.5663,3.99039,12.3994,9.90936,10.7603,10.5217,10.9133,5.22099,28.3809,3.04303,5.10075,5.17264,12.098
8412,5.36929,19.8448,11.4928,9.77566,10.1929,6.4129,4.76863,16.3523,2.54087,29.4891,8.30739,11.0098,8.23219,11.202,5.78774,2.39963,5.5694,6.84792,14.7798,21.9972
8413,9.47054,21.0453,10.9444,6.10359,8.49206,5.86195,15.3245,5.93425,5.67992,38.8663,16.0458,17.5008,13.1463,10.5143,11.334,18.2031,7.49747,5.03368,12.0638,12.627
8414,6.59467,16.9795,19.9589,10.2662,11.0988,12.9988,3.71287,12.9378,4.19224,10.795,9.40187,8.86585,11.9792,7.83397,45.3244,6.63396,4.8469,6.92192,7.03434,31.2864
8415,9.75736,6.75165,7.23727,4.049,11.3066,15.1401,16.1144,16.0951,5.06095,40.9488,27.0982,13.7998,7.37643,11.8199,13.1142,28.1861,11.4623,5.26764,58.9623,25.0659
8416,9.55638,20.2795,13.4288,7.25764,9.69046,10.7036,14.3848,14.4872,7.55818,32.2944,29.5352,8.83396,10.2528,12.4954,5.79052,13.25,13.7025,5.61779,74.4519,29.1551
8417,10.3488,20.278,22.2869,12.865,15.9796,11.8106,10.0991,8.09815,7.06853,35.1864,16.2482,5.61063,10.9973,11.2413,19.7536,28.5765,11.6968,6.81317,52.0187,13.4745
8418,5.75038,11.842,6.00794,1.65956,9.52826,10.2807,16.2204,16.4147,6.95014,27.9112,8.96255,16.6625,5.96167,2.09133,20.5784,25.6177,6.76126,7.37586,63.494,13.2941
8419,10.121,7.05831,14.5442,4.01923,13.1635,7.05543,5.15623,7.06002,3.84414,35.2144,29.0135,10.911,14.2347,9.16426,41.949,21.3566,9.31911,4.79461,10.8196,8.26038
8420,9.87931,19.6317,5.8902,7.23521,11.0733,13.8669,5.66938,16.1802,5.51405,11.3404,11.77,6.16438,12.66,8.07961,5.38672,13.929,11.4026,3.89012,10.2341,20.4215
8421,5.68442,5.89509,21.3468,6.30145,11.4077,15.4756,8.28763,17.7102,8.36267,9.9387,11.8678,15.0838,12.1717,11.6889,38.4108,16.2939,2.93646,5.06475,5.54714,24.0231
8422,7.57953,19.6257,15.2361,7.30841,11.4813,16.102,14.5476,15.2964,3.79945,38.1812,10.8283,5.15393,7.31545,6.68936,46.9727,21.8392,10.3597,3.79326,26.0149,10.5849
8423,8.81965,11.1911,14.7795,10.1471,8.54858,15.5472,8.6195,13.8896,4.18088,33.5905,28.4345,9.11066,12.5218,10.5579,29.3045,5.98183,6.4858,7.21008,55.0062,11.8346
8424,5.39325,6.35725,25.0839,8.3102,10.3468,11.8437,10.2043,13.7512,8.57671,40.8586,9.7652,10.437,8.12638,10.34,24.4932,26.5116,13.1983,5.13104,39.7795,30.5187
