NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
117,7.60329,15.4319,12.9439,7.47839,9.88382,7.76049,8.93412,65.2081,6.02544,35.2794,18.4052,17.4755,6.51041,5.72991,17.1056,17.8696,11.7726,2.79477,35.6014,76.1016
118,2.16943,20.9688,12.6809,11.0291,17.6976,11.716,28.5764,65.3477,4.39169,18.6803,21.2113,16.8709,7.03004,3.87839,24.1825,17.5429,8.16359,1.01674,26.4605,47.5235
119,2.10392,21.5855,17.6826,9.72845,3.20877,7.68198,19.014,69.6854,5.95172,17.9195,15.3466,6.1558,10.9508,2.50434,24.1438,17.3724,4.93361,4.8086,36.2449,76.0531
120,4.63037,22.9189,18.3798,5.761,20.9991,18.7603,30.1645,64.7644,3.36544,30.4254,15.3848,6.77095,5.11034,9.42504,23.1304,22.2936,10.9504,4.96121,35.1404,15.4445
121,3.79699,22.1355,15.4632,10.7076,6.45574,5.451,13.257,65.4128,2.91147,39.2253,21.6102,19.9294,7.38445,5.01277,24.7194,21.6569,10.7806,3.27046,35.665,25.9986
122,5.84647,23.8584,14.1047,3.12867,10.1447,18.2292,8.52771,62.4718,3.73551,27.5625,19.6969,10.5183,8.65218,10.9019,24.7082,20.0491,9.30946,5.87564,36.9079,38.0874
123,3.64987,15.966,18.1951,7.38235,13.5236,3.87684,12.5168,66.3599,3.31239,39.4876,20.5301,24.7646,9.44283,8.85151,15.1043,22.1859,9.04703,4.46558,34.8582,76.0784
124,9.64097,22.9633,18.0241,8.356,24.2096,8.48088,17.398,66.2551,6.51524,39.9069,20.0358,14.0294,5.465,8.78002,21.8174,18.8302,4.86647,2.33134,32.5963,71.0494
125,6.1983,21.4139,17.9359,11.1308,23.6867,9.41342,31.1537,64.132,3.81992,42.1211,21.1081,34.1348,6.09147,5.20959,20.6911,21.6186,7.21199,1.37862,34.9206,81.7
126,4.64647,21.3232,17.3901,13.9068,19.0416,16.0299,28.1658,63.4737,3.62884,45.0746,21.9335,10.4669,5.33917,7.45184,22.1169,21.7185,11.2023,8.43344,34.5338,71.7935
127,3.04945,20.279,14.4404,10.1614,4.65632,14.6024,29.275,69.4311,5.98276,42.1999,23.0501,17.5478,4.29979,6.90052,24.1474,21.2105,9.91503,1.77024,26.4541,13.792
