NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
94,7.54788,28.3713,34.9138,5.74614,19.0795,5.8998,11.8114,4.02745,6.55546,19.7803,10.8524,4.57753,4.23832,11.9058,15.6048,9.50912,10.3988,4.30226,23.5397,47.5031
95,12.2545,6.90438,35.1002,14.9647,11.4692,5.3781,18.3019,5.01323,5.73554,21.3079,29.9357,4.56382,4.35443,10.6592,74.1611,7.34556,6.04637,7.79168,81.5579,13.6079
96,9.09645,22.3848,9.91622,4.25984,20.1572,17.8819,22.7927,15.7818,1.65584,26.6867,21.8852,7.99252,5.75144,13.0845,14.7314,34.8933,8.89028,4.2842,59.9471,52.8522
97,8.63441,7.58852,28.7514,12.8137,12.1152,5.57812,7.21509,16.298,1.3413,58.4885,14.0569,5.63097,5.50118,10.624,45.9588,45.2913,4.24743,1.35787,76.3112,39.7726
98,11.714,6.84223,30.5618,13.7695,9.17749,13.1782,7.77747,3.98703,3.36769,57.0856,6.39571,9.33645,5.65831,6.47201,74.6414,44.6385,4.04311,3.51962,81.0115,50.5658
99,6.90901,19.9092,13.8835,5.43811,12.4425,15.6751,17.0869,16.4069,4.35977,12.2962,20.0676,12.8142,6.25423,8.37116,6.80102,13.5704,8.53238,7.54991,30.9174,51.9091
100,10.1612,7.59039,9.09691,11.2836,7.02538,6.26639,15.4154,4.82874,2.55429,45.7577,6.51979,10.6743,1.1396,6.1949,10.5184,22.7176,10.2586,4.3917,26.4692,63.4605
101,4.79283,9.49576,22.6216,11.7329,8.85278,17.9626,6.45456,4.44783,1.63048,26.1265,16.139,10.1256,5.11097,13.5587,76.3643,35.8249,5.38259,1.32925,70.4762,55.3667
102,9.3845,17.5985,27.7522,3.51312,10.1045,8.65163,22.3202,13.5226,2.71061,50.3935,32.4013,12.6351,3.03987,15.3898,12.0955,30.6411,3.69256,4.27671,17.6754,24.0078
103,12.0186,7.23364,13.1145,3.53436,8.36481,19.2234,18.9936,3.96154,3.37541,17.8519,32.3729,11.9038,4.55713,14.508,42.1085,23.9169,9.32118,2.89223,16.7786,17.8208
104,11.9176,26.3474,36.0848,6.83276,17.5784,17.0382,10.6844,11.265,6.60206,9.3483,12.8776,12.4806,4.71821,11.5539,71.6483,30.5812,11.032,4.50915,32.2344,16.454
105,4.40518,25.3224,16.2217,18.4969,20.2187,3.83586,8.29936,5.1732,2.57275,40.8512,6.30881,4.37195,5.23173,6.18724,12.0763,47.3037,8.1389,4.26536,12.7089,19.016
106,10.5812,8.34368,15.624,11.0991,14.3053,4.57489,23.899,15.9419,6.67225,53.5751,24.3378,9.0076,5.74341,15.2537,67.0292,42.2365,5.84213,1.53713,77.12,48.4664
107,4.582,28.0417,6.23857,3.97919,19.5893,15.4215,21.3191,5.04838,2.06386,22.5857,28.0915,6.79388,2.77498,6.4358,19.1235,5.23138,4.85172,5.24844,65.6312,32.1877
108,3.7381,9.13639,29.504,18.2064,9.94183,19.564,22.3857,2.60681,2.63199,14.1781,17.2278,7.96162,2.37789,13.8483,25.5507,6.045,10.2383,2.50387,63.36,61.9288
109,4.26384,23.6729,34.0086,5.12175,7.21105,6.862,20.2363,4.16083,6.37399,26.247,20.6544,5.10072,6.71657,6.56129,76.3612,43.5266,3.75623,2.01339,42.9928,44.3644
110,11.3214,8.26558,26.7828,3.44836,12.8954,18.9986,21.7415,4.55498,4.93319,38.674,28.8146,11.9129,6.81452,9.62593,16.6151,9.68295,9.77731,4.09086,57.3725,50.9629
111,9.47382,20.7917,7.01639,3.34207,20.5675,6.75397,40.3258,17.0295,1.05373,52.2765,31.1048,4.78927,5.19165,14.1041,23.1059,12.6532,8.34556,4.55458,28.365,32.1494
112,4.22109,8.33863,21.0501,17.5428,20.2423,3.23698,7.82855,16.4031,2.71671,30.299,9.09175,5.64161,4.3137,15.5023,31.6766,7.93821,3.09239,1.01805,80.3948,53.4331
113,4.21515,9.13672,19.5009,12.3707,7.10504,9.35459,24.6567,9.25784,5.02793,59.1881,30.5313,8.62991,6.69543,7.72841,18.0002,8.55281,11.3055,4.58167,27.6274,27.9036
114,9.57017,22.9127,11.2036,15.8791,7.80445,4.71031,8.85272,12.2022,5.9575,21.4558,8.58714,5.66545,2.30722,15.4817,70.862,18.4834,5.25085,4.43859,53.1988,39.846
115,5.8648,8.20088,26.4715,14.4968,10.4323,18.6827,10.8926,15.8389,6.59361,48.3566,5.81222,7.9148,0.918593,14.4468,12.6115,16.5124,6.71911,2.1184,34.672,57.0349
116,4.57634,14.4073,10.3472,17.6331,19.5044,3.98811,5.75328,17.5043,4.09868,24.7028,7.36033,4.17369,4.71586,5.70273,69.2098,8.32135,4.23458,1.03498,14.3337,57.003
117,10.6739,19.1848,35.8154,12.6267,11.4303,3.7309,7.10284,14.8074,7.16371,45.4043,6.88726,12.9966,2.25743,6.86866,39.0987,45.6622,10.0151,1.09024,46.3684,62.6265
118,5.04217,16.2923,33.1084,16.5376,16.5505,9.90806,24.3336,5.49593,5.77584,23.3286,33.3859,12.7704,1.79645,8.64202,17.9825,16.4208,3.56345,2.57539,18.3718,39.204
119,6.74759,12.5586,7.3461,3.34489,6.88291,3.91531,18.8868,6.35097,7.26896,11.1964,9.55411,4.07717,3.86075,5.55178,77.1652,25.7503,7.06415,4.33795,41.0293,60.8404
120,9.07298,9.1829,8.90187,7.60618,18.773,20.7996,25.2087,6.78917,3.85633,43.0777,11.1761,5.4544,5.32998,12.3579,77.183,5.94244,11.3228,5.99932,70.3297,12.7206
121,3.99576,6.77518,35.709,3.23539,9.55759,11.6802,14.5046,17.7709,2.00588,62.1498,9.98392,15.7745,6.11268,9.56478,8.79945,7.50811,11.3848,1.52008,89.3999,17.7711
122,4.98268,6.52341,24.6923,8.76854,11.6555,20.6188,9.6067,3.56802,4.66484,12.5834,32.5693,6.26687,6.07768,14.7293,13.2468,8.65489,11.2073,7.26748,28.4006,34.7615
123,8.35808,11.5284,11.1284,4.95621,13.7737,6.79187,9.97404,16.421,2.64388,40.3869,34.6063,19.6915,5.78172,12.3237,60.1602,6.335,3.96722,4.84988,77.7412,60.6559
124,12.1555,6.37147,5.80276,14.5825,21.0231,14.1011,17.82,16.9119,8.91233,52.465,34.1843,10.9494,5.91523,11.5103,55.4688,50.1645,6.03649,4.05195,93.3009,59.1265
125,5.01154,27.2527,16.9133,3.8177,20.7517,2.97396,30.2415,15.7778,0.822,41.1287,34.9226,26.5885,6.14786,5.02973,78.7505,10.4489,3.05632,3.44152,93.397,66.1634
126,8.85549,25.2062,7.79083,19.0851,17.7566,19.5458,25.0301,4.73466,1.08899,65.2264,35.3613,7.54788,4.51074,9.71206,15.8482,8.01147,7.10696,9.4935,46.2851,59.5909
127,4.13165,29.717,38.2875,15.9951,8.492,18.4437,24.1789,4.91224,7.33844,32.1418,27.1776,12.9221,5.90335,10.8059,69.711,29.6967,11.5743,1.71531,38.2112,13.7609
128,10.1087,18.9931,31.965,7.44486,6.45401,4.13956,7.82248,16.3753,1.72772,65.0954,5.07774,5.58651,7.10574,6.75789,53.1222,4.91794,7.8089,4.72408,47.4353,48.6356
129,8.89869,29.7726,39.6406,6.43959,9.98444,7.42234,16.5333,16.9461,7.14264,17.4128,30.7546,4.5067,6.26705,4.99277,25.0623,48.8748,10.8451,4.52309,93.0073,50.3035
130,5.71341,26.0567,38.5114,9.39439,16.4264,11.598,15.6575,18.7122,6.69984,39.8388,19.5257,12.3716,5.6198,7.69803,80.0239,41.8913,9.51837,4.32936,50.3084,58.8779
