NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha
12540,1.96902,2.55768,5.15895,0.307726,7.65125,0.225886,5.53539,2.35811,1.22868,6.16311,0.633874,7.2449,0.340397,0.623452,3.37472,4.29522
12541,1.28285,2.90714,0.647258,0.497445,1.64218,0.202494,4.45015,0.374747,0.18146,6.97456,0.512131,6.48228,2.26717,0.966245,2.3981,3.36633
12542,1.02576,2.38598,1.68887,0.505076,10.9334,0.464948,1.98287,1.36329,1.30869,7.54141,0.41034,7.22172,1.90101,0.3258,3.00481,2.44156
12543,1.16484,2.8704,3.54646,0.659517,4.1432,0.185212,6.11659,0.434013,1.13553,12.2576,0.611708,10.6599,1.76613,1.2853,3.21839,3.87587
12544,1.16926,3.57329,5.15932,1.24706,2.89848,0.574527,4.85914,0.458723,1.39461,11.73,0.632333,7.4325,1.65035,0.379053,3.09456,4.53747
12545,1.25892,1.43427,3.42616,0.370678,1.13685,0.733715,3.17405,0.937488,1.30503,9.67086,0.615241,6.97439,1.86246,0.260953,3.21443,4.00135
12546,0.877516,2.42896,5.03426,1.03865,1.70766,0.331337,2.91707,1.30814,1.14519,7.89826,0.153918,2.32492,1.87063,0.769469,1.58858,4.04114
12547,0.188213,0.4618,5.1762,0.811409,10.1556,0.23923,3.3154,1.18569,0.696062,10.7419,0.588468,6.87832,1.69309,0.457402,3.36003,3.92721
12548,1.31743,3.13399,5.19882,0.329992,3.91439,0.344047,0.919012,2.33393,0.429385,5.14849,0.630332,6.90134,1.68186,0.536175,1.06563,4.64174
12549,0.394334,2.27689,3.29655,0.8319,2.07761,0.324929,2.81574,0.658586,0.156886,8.68355,0.206992,7.43652,1.9408,0.321348,3.05432,3.12088
12550,1.2792,0.990007,3.28772,0.562571,0.557277,0.26896,3.3345,1.16863,0.463325,10.8211,0.607142,2.72064,1.40616,0.386207,2.65002,4.36984
12551,0.820464,3.29415,1.86075,0.641786,10.9051,0.22842,2.20658,0.663746,1.45257,2.64482,0.61464,7.41913,1.83421,0.4871,3.41171,2.48218
12552,0.432157,2.5055,2.71723,0.746498,9.8108,0.20016,4.50881,2.38872,1.37888,5.91006,0.367775,2.53522,0.903655,0.223052,2.14065,2.65497
12553,0.633124,2.68792,3.37547,0.768493,4.91941,0.527559,1.86636,2.34159,0.785359,9.19743,0.577767,7.362,0.743411,0.573294,1.06913,4.00673
12554,1.02924,2.45955,4.91042,0.435907,4.52079,0.247498,5.31247,1.39519,1.36152,6.71806,0.633584,7.40592,1.51377,0.477247,3.382,0.951622
12555,1.22858,2.41539,4.62021,0.813954,7.0475,0.245236,2.88063,0.674906,1.15414,7.6071,0.424994,7.88765,0.713567,0.441031,0.539636,2.97182
12556,1.41879,3.54057,0.748828,1.38133,8.0229,0.213095,0.636598,2.23775,1.34022,6.0231,0.587179,7.37796,1.32344,1.02772,1.03941,3.45241
12557,1.01884,2.4861,4.01605,0.709228,8.54968,0.212734,3.62095,1.25988,0.91479,8.75976,0.633412,7.31943,1.74197,0.536402,3.37336,4.09557
12558,1.49142,3.32014,3.57184,1.82598,9.55661,0.68161,5.14342,2.06729,0.615944,12.717,0.61487,6.52898,1.98625,0.491323,2.68573,2.95626
12559,1.32352,1.64919,1.84307,0.660715,4.83116,0.233991,2.70093,2.01453,1.06336,5.97317,0.582499,7.4195,1.31792,0.256907,3.74029,2.65328
12560,1.12695,3.35502,3.47411,0.941143,8.76804,0.631402,4.1974,1.45271,1.24055,7.39156,0.450283,7.26683,0.714274,0.468983,3.4302,3.98192
12561,1.18858,2.39303,5.13484,0.643441,9.20428,0.249001,2.84229,0.860758,1.50025,5.95951,0.574501,7.16279,3.09363,0.388444,1.84384,4.64028
12562,1.20495,2.58884,3.9736,0.670278,2.27064,0.607986,3.91925,1.67799,0.726865,12.9124,0.602231,7.36521,1.90394,0.817541,3.37963,3.56175
12563,0.500007,0.561874,4.10119,0.66206,5.41808,0.305582,0.487579,1.02167,1.06437,2.67605,0.618017,7.49933,1.92032,0.619346,2.81429,4.61737
12564,0.775272,2.40174,3.23229,0.389421,5.04069,0.179976,4.72041,2.29923,1.05003,6.66967,0.350048,7.38229,1.75141,0.36968,2.90953,4.76473
12565,0.883937,2.36742,3.44335,0.770715,9.09035,0.199276,5.38814,1.04057,0.980817,5.14931,0.519096,7.21459,1.64301,0.212284,3.00168,3.65476
12566,1.29338,2.02282,5.172,0.733256,4.01179,0.191107,2.36177,1.1388,0.30152,11.6191,0.608554,7.1353,2.2524,0.742992,3.13675,4.06739
12567,0.855423,3.40586,3.68901,0.336278,9.90869,0.254388,3.11356,0.348906,0.352332,7.37249,0.793256,7.40451,1.86648,0.89262,3.17443,4.58249
12568,1.62486,2.96376,3.35779,0.497932,1.21094,1.00867,3.85867,2.06381,0.633666,9.16181,0.220608,6.8556,1.65916,0.385661,3.28589,4.30806
12569,1.56803,1.03815,2.93357,0.666374,10.4677,0.226954,1.80943,1.64699,1.17591,12.1062,0.555566,6.22066,1.60652,0.353173,1.56503,4.47445
12570,1.03061,3.3564,5.24069,0.535409,3.41529,0.196863,2.81266,1.56588,0.230622,2.78809,0.500618,7.36615,1.75193,0.778818,1.16597,1.51622
12571,0.589813,3.39348,4.30049,0.775831,4.78881,0.40942,6.0078,1.41932,1.1139,3.32169,0.582966,6.86367,1.92537,0.747384,3.34891,4.35315
12572,1.29003,2.5755,0.843317,0.480359,3.3023,0.337319,4.12734,1.30104,1.14168,10.3112,0.578449,7.38869,0.367749,0.454155,2.94543,3.56657
12573,0.910864,2.37405,4.50331,0.648839,8.03749,0.537169,4.65506,1.32638,0.77796,9.84804,0.611683,7.41736,0.667244,0.469806,3.03043,3.53264
12574,1.0939,0.292593,3.63056,0.531508,10.4801,0.455866,3.984,0.47617,0.521184,5.96009,0.220119,7.29631,1.55931,0.466332,3.29255,3.79892
12575,1.20159,1.30991,3.98454,0.113527,7.36396,0.491196,3.38395,2.29023,0.871579,11.5064,0.615172,7.01658,0.510779,0.593821,0.57429,3.91694
12576,0.890123,2.05246,3.4679,0.365784,6.61386,0.910937,3.16423,0.556922,0.621055,12.1426,0.438809,7.41548,1.12206,0.312975,3.13254,0.848445
12577,1.25531,2.40399,3.83198,0.315751,10.1683,0.80476,5.6227,2.23376,0.963049,11.1004,0.363857,2.86342,1.54505,0.579699,3.28694,3.44131
12578,1.04252,2.36919,1.876,0.170351,3.90803,0.58071,3.58878,0.507485,1.20494,6.68032,0.16297,7.23015,1.6888,0.460776,2.4032,4.32146
12579,1.19822,2.64432,0.81811,0.41383,7.17682,0.532429,5.01348,2.35603,0.838077,10.911,0.323895,7.08154,1.8083,0.34012,3.29549,3.70496
12580,0.967375,2.3633,3.27345,0.287013,9.45527,0.201627,1.5878,1.87708,1.30085,9.90367,0.60744,7.32263,1.78168,0.530834,2.7399,3.96678
12581,0.921783,1.62933,4.72109,0.695738,1.71459,0.276692,5.2739,1.96069,1.18629,10.2962,0.587232,6.89473,1.39226,0.223735,2.29312,4.54707
12582,1.26899,3.0284,4.27198,0.634029,3.75455,0.255053,1.14932,2.28796,1.7708,9.54297,0.469372,7.32464,1.37236,0.830953,1.61543,2.05903
12583,0.945097,0.341582,5.13361,1.66498,3.47568,0.522222,2.1017,1.1392,0.661406,5.80363,0.55719,7.10748,1.86947,0.598442,3.23694,3.97955
12584,1.03724,0.925522,1.23901,0.259476,6.06568,0.59255,5.17568,1.60889,1.09828,3.71377,0.432499,6.97358,1.29358,0.296847,3.24532,3.43493
12585,1.19682,0.672703,4.28324,0.589723,9.83659,0.285535,2.84871,1.95037,1.11802,8.32723,0.610519,4.9123,1.7153,0.36774,3.12161,3.92351
12586,1.08043,2.35336,4.79904,0.725607,8.61635,0.369207,5.66544,1.82329,1.31497,8.18746,0.150123,7.37233,1.97047,0.439191,3.24694,3.30994
12587,1.23237,0.664779,3.09712,0.879189,8.13433,0.217861,4.96646,2.42627,0.236083,1.72415,0.273051,7.34407,1.81415,0.494077,3.12297,3.981
12588,1.68827,2.37907,4.54853,0.420825,6.24421,0.177068,2.92054,0.747834,1.32999,6.65751,0.565083,6.74868,2.0558,0.446585,2.9203,4.63754
12589,2.02242,3.24902,5.02824,0.725004,4.04181,0.202467,0.449873,2.28831,0.796294,7.7442,0.507642,7.16913,1.26339,1.12749,2.72771,2.90764
12590,0.208845,3.12703,3.61128,0.339374,5.93195,0.651165,3.05924,1.64643,1.07818,5.8655,0.594831,7.41183,1.83094,0.400378,3.18341,2.07415
12591,1.31394,1.31936,2.30074,0.6942,7.87353,0.732559,3.38283,0.461398,1.13225,12.5154,0.650888,7.40163,0.897814,0.357086,3.2343,3.04492
12592,1.50841,2.34424,2.21167,0.35422,5.7312,0.427339,4.56724,0.503523,0.99192,7.26147,0.587057,7.3435,2.82677,0.367822,2.22276,4.3448
12593,0.255499,2.35131,3.38413,0.43477,4.29838,0.182413,5.38052,1.76269,0.921548,6.35583,0.552293,7.36059,1.82215,0.746894,3.29849,3.45965
12594,1.10943,1.71728,5.09188,0.602401,2.4963,1.11826,1.41865,0.788974,0.511673,4.70228,0.635957,6.23504,1.73156,0.256331,2.84088,3.59623
12595,0.808045,2.86714,5.1729,0.628896,3.89839,0.198032,2.48445,1.06042,1.31887,5.42153,0.199557,7.35073,1.69265,0.421182,2.85981,3.67417
12596,0.859539,2.36235,1.31178,0.700345,4.07982,0.184902,3.12899,2.10566,0.368389,6.203,0.577572,3.62997,0.370623,0.232518,0.822121,4.37796
12597,1.21437,2.26794,4.87555,1.16607,10.0131,0.317649,4.72793,1.16411,1.05981,4.77078,0.374428,6.80771,2.01313,0.219321,2.69125,2.62899
12598,0.816441,2.69295,0.73494,0.959907,1.32321,0.17532,3.38655,0.98449,1.23717,12.3748,0.556302,7.37846,1.75028,0.564778,1.91026,4.07264
12599,1.14476,3.24734,3.23892,0.717271,4.46489,0.209298,4.31531,1.36055,0.869454,2.23185,0.572715,6.72515,1.54491,0.20367,0.992941,4.26551
12600,0.939671,2.8015,3.40849,0.289364,2.99483,0.557644,4.81847,0.439485,0.163675,4.23383,0.537887,7.35063,1.43073,0.718302,2.45857,4.03529
12601,1.23284,2.17639,3.2641,0.446914,5.06988,1.11454,2.2662,2.14887,0.692237,8.97369,0.395313,7.37688,1.70939,0.350756,2.94203,3.63253
12602,0.978753,2.34615,1.32502,0.831454,7.60902,0.491768,1.20419,0.952476,1.12627,7.53249,0.591632,7.17102,1.40808,0.521505,2.53864,4.38738
12603,0.651163,2.69423,3.46607,0.314527,9.44114,0.231562,2.93986,0.709926,0.755854,9.81591,0.58308,6.95377,2.243,0.383298,3.04049,3.94925
12604,1.11023,2.51034,4.95831,0.28639,0.627594,0.472611,1.75202,2.19942,1.28038,11.4204,0.556615,7.24658,2.19335,0.427672,1.17615,3.51703
12605,1.02493,2.51669,3.69794,0.473459,8.8109,0.462572,4.26246,2.26525,1.17911,8.56411,0.42575,7.58293,2.02229,0.504523,0.538407,2.1332
12606,1.20218,0.917866,3.95463,0.399713,6.57184,0.188642,5.11996,1.21887,0.728369,2.0165,0.32354,7.34381,1.19909,0.863046,3.11158,3.85954
12607,1.17226,2.69424,3.32379,0.287495,9.71812,0.213506,2.26136,1.9294,1.19343,10.5808,0.549819,7.35787,1.48738,0.596079,1.57235,2.67319
12608,1.34922,1.23361,3.21485,0.67091,1.84155,0.266303,0.853751,1.65805,1.20797,10.4814,0.487946,4.34694,1.26553,0.400825,2.94399,4.34418
12609,1.16732,1.74815,4.97482,0.661611,4.75984,0.224817,2.9795,2.03121,1.24592,7.74546,0.531892,7.45604,1.3591,0.336558,2.73141,1.02104
12610,1.44459,1.45889,3.44183,0.366341,10.0187,0.642714,2.76448,0.841721,0.276014,6.41816,0.580635,7.02757,1.92647,0.181928,3.11212,2.26676
12611,1.51601,3.08018,2.61722,0.594528,8.50733,0.215435,3.25134,0.499192,0.947585,11.551,0.55778,7.37506,1.5292,0.294773,3.20668,1.97551
12612,0.47967,3.10647,3.87036,0.618643,2.02805,0.599505,5.07726,1.10235,0.569903,6.18293,0.448374,6.98477,1.29186,0.743465,3.12347,3.82877
12613,1.29948,2.32852,4.33562,0.190578,1.41414,0.468966,3.76013,2.21538,0.866903,11.1357,0.561192,7.3638,1.76911,0.354711,0.994016,4.34306
12614,1.37555,2.41552,3.54954,0.335281,3.98835,0.230455,5.28412,0.911401,1.30445,6.75352,0.580401,6.7452,1.84264,0.342468,3.14036,4.36236
12615,0.438009,3.13005,3.51778,0.645245,7.59787,0.189045,5.3018,0.518877,0.41709,8.77284,0.576635,7.19201,1.88125,0.806641,2.75437,4.15306
12616,1.29165,2.31072,3.37044,1.075,4.23774,0.21087,0.556561,2.35384,1.18161,9.29479,0.154557,7.34195,1.78128,0.339905,2.59923,2.9993
12617,0.890766,2.97738,1.57925,0.544955,2.2708,0.461242,3.18797,2.32899,1.01396,2.32284,0.436321,7.24894,1.06962,1.55029,2.86515,3.638
12618,1.81684,2.03991,4.50907,0.825686,4.23058,1.60384,1.95074,1.46125,1.87202,6.3837,0.5778,7.08371,1.75817,0.468025,1.5314,0.799847
12619,1.03537,2.36181,3.48277,0.380626,0.502286,0.523974,5.20795,2.13933,1.39417,10.9723,0.300861,7.43738,1.98622,0.183405,3.09701,4.01121
12620,1.14607,2.91183,3.97835,0.497237,9.05489,0.508524,3.68441,0.743045,0.497175,11.8234,0.570986,5.24103,1.60972,0.890292,3.01372,4.25699
12621,0.981815,0.487198,3.47174,0.378083,9.22443,0.230178,3.93903,1.31612,0.840127,6.06608,0.170388,4.00002,1.85922,0.352325,3.15688,3.8943
12622,0.905232,0.37097,4.14376,0.338543,2.87537,0.182978,4.61818,1.74439,1.12928,6.65905,0.489505,5.87382,0.923816,0.418321,1.80596,3.46636
12623,1.18474,2.3136,3.27244,0.301476,6.19351,0.37398,4.75348,1.87331,1.42466,2.83246,0.124822,2.68055,1.75976,0.204519,3.04332,3.61398
12624,0.743199,0.239366,0.770699,0.943557,4.88229,0.170591,5.16333,2.14365,0.322971,9.84362,0.303246,6.94456,1.57218,0.460279,0.668507,4.08889
12625,0.869944,2.41249,2.70079,0.346504,8.2053,0.222295,4.12261,1.83055,0.540577,5.13607,0.191598,6.88214,1.59952,0.292211,2.93844,3.3091
12626,1.12018,3.02256,5.02042,0.628962,6.84477,0.562115,0.924221,1.20514,0.6522,7.58802,0.562005,7.37715,1.40506,0.48635,2.25621,3.14242
12627,0.984211,2.80451,1.83524,0.585542,8.25177,0.608751,3.60321,1.21395,1.14296,6.23347,0.545923,8.59319,0.488493,0.403272,2.91994,1.61234
12628,0.981013,0.738636,4.6449,0.823218,5.4869,0.506482,4.51864,2.15392,1.09279,6.20426,0.399656,7.12003,1.01848,0.432383,2.76278,3.97259
12629,0.980817,0.682809,4.63215,1.3339,0.872794,0.171934,0.306651,1.48292,0.159472,8.2058,0.526506,7.38699,1.69587,0.70513,2.87674,3.55748
12630,1.15765,2.31989,1.09967,0.608794,9.36791,0.240544,3.46969,1.29667,0.958356,7.56882,0.338182,5.69771,0.561149,0.348251,2.91689,3.68599
12631,0.575889,2.32526,3.79783,0.621054,6.72813,0.198545,2.17617,1.91909,1.19327,7.06635,0.56564,7.41115,1.72022,0.504371,2.62313,4.09687
12632,0.811422,2.37449,4.32628,0.368282,5.40958,0.500418,5.04597,0.529921,1.06993,2.99349,0.454275,6.95301,0.673103,0.705592,3.01003,4.03202
12633,1.0264,2.32925,4.76862,0.554095,7.62849,0.178961,3.69217,0.589463,0.809941,11.6793,0.538432,6.9954,1.91724,0.758644,2.04518,3.70452
12634,1.32348,2.46889,3.41801,0.101238,1.09116,0.587538,5.1858,2.25382,0.214405,6.38355,0.53985,7.37282,0.73335,0.56379,2.82272,3.32931
12635,1.19934,0.541245,4.96419,0.30198,9.70997,0.189395,2.9678,1.45218,0.437703,9.22403,0.544545,6.85477,0.818547,0.825079,3.0743,4.18365
12636,0.863371,1.18898,3.3846,0.35737,1.42611,0.204909,3.13421,1.51565,1.09802,5.07969,0.296519,13.4165,1.47948,0.399792,0.71618,3.38298
12637,0.925581,2.88053,3.23724,0.372628,4.33807,0.207096,4.33325,0.605386,1.08304,10.2383,0.2204,7.18512,1.83702,0.206771,2.41103,4.19495
12638,1.15923,2.36178,1.69076,0.287629,3.30147,0.311799,3.29739,1.73547,1.11974,1.87228,0.270418,7.34612,1.27137,0.744132,3.21755,3.69343
12639,0.721675,2.46387,2.32873,0.773583,4.22494,0.168806,2.58363,0.461264,0.964793,9.05871,0.500886,7.49106,1.45916,0.236881,2.71254,3.43294
12640,1.46647,1.41714,4.78385,0.684407,7.046,0.453546,2.43143,0.78755,0.864344,8.72496,0.539828,7.43357,1.67545,0.396385,2.95607,3.68611
12641,0.28446,2.7173,0.906932,0.432371,4.44474,0.228875,3.25869,2.14961,1.1835,10.5829,0.539194,4.13925,2.58402,0.719015,2.76644,1.9224
12642,1.16963,1.85837,3.35838,0.576909,2.28064,0.248797,3.99746,1.20829,0.366135,7.6934,0.341687,6.81337,1.35014,0.473671,2.65937,2.66565
12643,0.991488,2.87661,2.08217,0.511256,4.17014,0.36879,2.09818,0.727068,1.52303,3.94745,0.397832,7.34735,1.68949,0.394664,1.99643,1.62837
12644,1.04418,1.62299,2.90793,0.363324,8.70905,0.196113,4.86943,1.82572,0.747038,6.97289,0.560724,7.31933,2.0933,0.534258,2.55082,3.01459
12645,1.12453,2.90664,0.929557,0.759592,3.21955,0.797449,1.69886,1.33685,0.605789,6.78385,0.191934,4.77472,2.29163,0.697651,1.63591,2.49781
12646,0.997855,2.26557,3.27934,1.35483,7.24678,0.382173,3.41304,2.32715,0.692764,11.1836,0.649683,6.74659,1.89815,0.175921,2.81815,4.02661
12647,1.92181,2.33773,2.0578,0.345829,3.13351,0.166816,3.04032,0.975155,1.00804,10.38,0.501193,6.4698,1.30206,0.388192,2.67238,4.61867
12648,0.759619,1.77588,4.77986,0.329975,8.43997,0.572545,0.354521,0.745483,1.20245,8.60777,0.106571,7.36115,1.49724,1.00848,2.96053,2.34899
12649,1.02692,2.2681,3.62977,0.61103,7.11506,0.172001,2.86215,0.987235,1.1259,8.17713,0.365861,7.30206,0.377324,0.271718,1.42286,3.98995
12650,1.159,2.32105,3.44546,0.102536,9.18537,0.20476,1.52834,1.11967,0.864574,6.3381,0.533289,7.42128,1.79825,0.33691,0.489087,1.98048
12651,0.764846,2.50929,3.23998,0.663894,3.64352,0.173271,5.18376,2.31986,0.663201,9.75944,0.355541,6.88725,0.319241,0.497944,2.93134,4.04626
12652,1.7028,1.07523,3.16819,0.292811,8.69642,0.594587,3.05027,1.10491,0.698014,11.3921,0.553242,6.90817,0.461418,0.63228,0.907029,3.74826
12653,1.10352,2.08418,3.78912,0.464962,4.61344,0.651189,4.83089,1.62717,0.479161,11.5262,0.46212,7.49724,1.86454,0.326251,2.69489,4.0392
12654,1.6079,2.42864,3.71735,0.988054,8.97736,0.207738,2.77893,2.07195,0.322904,5.74081,0.503969,7.43964,1.70031,0.941311,0.973639,3.30933
12655,1.32224,2.82985,4.18215,0.278208,5.74891,0.901543,4.64919,1.03422,1.34237,3.87184,0.543197,7.39474,1.63148,0.202283,2.44352,1.70816
12656,1.14249,2.08613,2.83214,0.352713,5.13123,0.701663,4.24634,1.11847,1.10776,4.5085,0.570414,7.34791,1.8792,0.265857,2.86756,0.832718
12657,0.417573,2.29501,3.48546,0.343817,7.77145,0.158542,3.36605,1.79247,0.220079,6.54699,0.558158,10.0917,1.55805,1.30418,2.27979,3.95355
12658,0.817922,2.31331,4.50552,0.868528,4.52179,1.05422,2.07068,1.8734,1.07105,2.19416,0.500629,7.23608,0.973531,0.340348,2.93045,3.51088
12659,1.15311,2.43789,3.88226,0.61783,5.70488,0.186462,2.91048,1.94038,1.07862,9.80501,0.471893,7.37485,1.90349,0.423652,2.51076,3.61271
12660,0.95342,0.90177,3.27844,0.274888,1.6587,0.766132,1.30703,0.567413,1.00779,10.6282,0.513392,7.42024,1.48806,0.337574,2.85064,3.37316
12661,0.894763,0.310514,4.31018,0.658056,7.72799,0.199978,4.6618,2.22432,1.1363,9.07593,0.481157,7.35437,1.43196,0.555034,2.93369,3.88272
12662,0.618809,2.73045,4.28402,1.51101,2.53371,0.172565,3.02519,1.6321,1.12818,8.47742,0.416002,7.33615,2.17746,0.365269,2.53679,3.66107
12663,1.14578,0.991697,3.47318,0.711523,5.29299,0.20417,4.16105,2.04765,1.76373,2.26905,0.534343,7.38298,1.31167,0.754409,2.82266,1.75813
12664,1.4041,2.64319,3.62404,0.627302,1.60519,0.203721,0.995081,1.78179,1.063,6.77946,0.403955,5.35148,2.03155,0.308888,0.834727,2.74937
12665,1.46795,1.43619,3.28424,0.358518,1.56057,0.520502,3.74012,1.45004,0.898229,1.77798,0.485298,7.36757,1.8244,0.468535,2.78382,1.04617
12666,1.15439,0.414361,3.8455,0.340452,4.37976,0.512539,1.79814,1.77875,0.528899,10.553,0.128398,4.41394,1.33207,0.187727,2.66831,4.58618
12667,0.913071,2.38271,3.38539,0.258441,4.50852,0.508514,4.73993,1.56329,1.10425,6.77912,0.470027,7.56043,1.64451,0.212607,0.501434,3.78939
12668,0.91126,2.32082,3.21414,0.324139,0.527801,0.56762,0.573428,2.22943,1.05501,7.32816,0.142777,7.19653,1.99017,0.168238,2.86444,3.94056
12669,0.414717,2.24152,4.58817,0.650642,6.20387,0.192239,2.28929,0.669711,0.804918,7.88998,0.247112,6.9424,1.50425,0.275293,2.74137,2.97887
12670,1.00423,2.71132,4.39046,0.79943,3.7445,0.200497,4.06008,2.18078,0.339671,9.26615,0.103146,7.48409,1.407,0.487237,2.69366,3.45873
12671,1.40195,2.49689,3.34926,0.506159,4.03184,0.455883,4.90822,1.0889,0.396767,6.71848,0.415644,6.96754,1.60395,0.29793,2.68262,3.43699
12672,1.31523,0.952105,2.32776,0.501425,4.40153,0.158518,3.54702,0.73242,0.291627,10.1672,0.527223,6.4876,1.54397,0.677917,2.5063,4.09277
12673,1.0424,2.30215,0.775635,0.316696,8.11399,0.186259,4.40256,1.76896,1.2781,8.72082,0.16828,7.48021,0.91036,0.523822,2.59907,3.79083
12674,1.31201,1.38383,1.18081,0.349482,8.83485,0.327495,3.21121,1.07978,0.707362,6.10343,0.252365,3.69957,1.33504,0.50355,1.72891,3.93458
12675,0.903863,2.24251,1.26606,0.53437,2.3923,0.480365,3.02838,2.04328,1.07185,4.44449,0.485696,7.35876,1.14912,0.41347,1.48351,4.19601
12676,0.871957,2.74268,1.39443,0.333432,1.06782,0.447899,1.91602,2.06629,0.545926,7.22925,0.281327,6.92509,1.50971,0.798713,2.68787,3.72353
12677,0.933045,0.349607,3.3424,0.814095,6.86582,0.200319,3.08772,1.14898,0.438435,7.61315,0.472134,7.13986,1.48851,0.83415,2.75245,3.89117
12678,1.7473,2.27378,3.34464,0.274877,7.14345,0.15932,4.21661,1.32685,1.02023,6.58228,0.452359,7.38041,1.85014,0.377321,0.695538,3.50766
12679,0.973018,2.47547,4.44522,1.92676,6.32838,0.562047,4.37989,2.14249,0.889721,10.8536,0.165282,7.02786,1.70698,0.321068,2.05059,3.416
12680,0.929379,0.554488,3.32946,0.506767,4.8419,0.148386,3.37292,0.905122,0.935029,4.72463,0.552372,7.16211,1.94573,0.316154,2.54622,3.76766
12681,0.746239,2.2965,3.19138,1.17903,6.81329,0.592932,4.69499,2.27836,0.702254,3.17386,0.316048,2.83447,1.51002,0.27056,1.56874,2.99461
12682,1.45928,1.90596,2.2192,0.338132,6.00108,1.03004,4.60852,1.38019,0.739523,10.87,0.532484,7.19935,1.43799,0.171895,2.59764,3.82144
12683,0.320349,2.13534,4.40546,0.278977,0.934364,0.435925,2.60237,0.676954,1.06972,4.14838,0.527039,2.36231,1.10739,0.548337,2.72081,3.71357
12684,1.10206,2.22613,2.94265,0.570561,2.97732,0.179938,0.3587,0.561367,0.995025,5.10869,0.191907,7.45305,1.65594,0.215945,2.27843,3.79263
12685,1.12048,2.62234,4.45406,0.603718,8.17035,0.260229,3.03687,1.62265,0.321017,7.56,0.234354,6.94512,1.41027,0.402058,2.30381,3.49251
12686,1.11106,2.28041,3.36388,0.0854484,0.569804,0.374904,2.42018,1.10453,1.22807,6.45619,0.597207,7.34176,1.71452,0.443385,2.48821,1.55178
12687,1.0367,2.59459,1.70712,0.752901,4.65058,0.175905,2.46747,0.682488,1.08898,8.13601,0.433689,7.23183,0.386319,0.844495,1.12532,3.0686
12688,0.401842,2.46322,3.23738,0.407385,8.49554,0.152185,1.22291,2.01319,0.15078,2.53124,0.304811,7.50769,1.60246,0.207569,2.78974,1.96955
12689,1.5469,2.26246,3.83184,0.310522,1.98633,0.177163,3.90146,1.82333,0.96746,9.54362,0.425065,7.4733,2.00153,0.331308,2.54911,2.2399
12690,0.670734,0.56472,0.758387,0.303443,4.43999,0.151147,3.2238,0.84695,0.599582,10.6063,0.327753,6.03831,1.23718,0.38855,2.77045,3.36746
12691,1.13185,2.15327,3.63624,0.144621,6.48848,0.169457,4.02703,0.762517,1.34272,9.85,0.48441,6.95766,1.77579,0.34197,1.32226,1.06102
12692,0.734174,2.56406,2.80304,0.290199,8.19799,0.448597,3.11454,1.71542,0.634501,6.59528,0.285237,3.38248,0.770163,0.385846,2.58005,3.48704
12693,0.959085,1.84509,3.69741,0.330251,5.25147,0.56142,3.29647,1.08369,0.570459,6.55851,0.417706,7.38304,2.32537,0.177065,2.67643,3.72883
12694,0.825107,1.17192,3.27542,0.665112,1.16093,0.161118,4.29893,1.77604,0.789501,10.1974,0.522962,6.86756,1.377,0.471395,0.444313,3.92889
12695,1.14154,1.59754,3.55899,0.760462,7.51178,0.42817,2.99798,1.88506,1.02574,6.30351,0.480449,6.73748,0.54651,0.431359,2.66432,2.59097
12696,1.13287,2.28687,1.51541,0.671814,7.15579,0.159964,4.33104,0.94447,0.209005,6.46919,0.3464,7.55936,1.51007,1.13117,1.21858,3.13742
12697,1.33416,1.05939,0.947742,0.614843,4.66942,0.461249,1.64532,1.06378,1.04092,7.62689,0.434722,7.95709,1.89198,0.658919,2.3738,2.73655
12698,1.12413,2.33596,1.56161,0.414174,3.63316,0.451154,3.38063,1.03131,1.204,9.30485,0.283875,7.22458,1.76343,0.190416,2.6558,3.58056
12699,1.35878,2.55302,3.13822,0.32093,3.98428,0.171464,2.8272,2.05465,0.812501,7.08563,0.392735,7.35496,1.46228,0.699482,2.69701,1.44432
12700,1.00341,1.03795,3.10176,0.323571,3.32364,0.474394,3.15294,2.11536,0.483075,6.49916,0.50023,2.02558,2.05986,0.390509,2.6672,1.99557
12701,0.934404,2.23863,3.94231,0.432039,5.32671,0.175688,4.73024,0.970857,0.67779,8.5183,0.15695,7.34861,1.37337,0.45495,2.58682,3.68601
12702,0.825446,0.310187,3.19145,0.474053,4.48558,0.158309,4.49577,1.42146,1.13676,5.49853,0.403817,7.35084,0.859201,0.335193,2.07651,0.921267
12703,1.08777,2.15627,4.14688,0.294347,7.6067,0.168743,5.07786,2.14413,0.242683,6.94238,0.393782,7.44454,3.17658,0.656377,1.73572,3.64726
12704,0.741713,2.25507,2.46692,0.925715,1.07477,0.234815,3.51693,0.628079,1.426,8.72534,0.353828,7.50562,1.66627,0.304722,2.47281,2.3605
12705,0.970074,1.55983,1.55166,0.295892,7.10111,0.73298,4.19562,2.24597,1.18944,5.71876,0.518743,7.49237,1.88758,0.702124,0.509819,1.73272
12706,0.440581,1.27602,3.98423,0.624673,3.6494,0.150198,1.27966,2.01435,0.830404,10.3367,0.39796,7.47652,0.599614,0.17255,2.64005,4.69516
